Rvals*1e9,0a1,0a1
1.678489755865033458e-08,-7.123248103064932366e+03,1.034473591520170821e-01
1.682672347124956295e-08,-7.123266918833870477e+03,7.992390312935748753e-02
1.686854938384879132e-08,-7.123285548461244616e+03,5.663318865342059638e-02
1.691037529644801968e-08,-7.123303994243153284e+03,3.357234433319034039e-02
1.695220120904724805e-08,-7.123322258441790837e+03,1.073854118293038340e-02
1.699402712164648304e-08,-7.123340343286028656e+03,-1.187100810432406561e-02
1.703585303424571141e-08,-7.123358250971994494e+03,-3.425904987296535253e-02
1.707767894684493977e-08,-7.123375983663624538e+03,-5.642829020564876785e-02
1.711950485944416814e-08,-7.123393543493213656e+03,-7.838139560874424205e-02
1.716133077204339651e-08,-7.123410932561956542e+03,-1.001209936879736695e-01
1.720315668464263150e-08,-7.123428152940473410e+03,-1.216496738062819993e-01
1.724498259724185987e-08,-7.123445206669333857e+03,-1.429699877348409309e-01
1.728680850984108823e-08,-7.123462095759547992e+03,-1.640844502860132614e-01
1.732863442244031660e-08,-7.123478822193089400e+03,-1.849955399369287434e-01
1.737046033503954497e-08,-7.123495387923357157e+03,-2.057056994401893490e-01
1.741228624763877996e-08,-7.123511794875677879e+03,-2.262173364238044826e-01
1.745411216023800832e-08,-7.123528044947759554e+03,-2.465328239797073273e-01
1.749593807283723669e-08,-7.123544140010158117e+03,-2.666545012376682067e-01
1.753776398543646506e-08,-7.123560081906734013e+03,-2.865846739342661209e-01
1.757958989803569343e-08,-7.123575872455086028e+03,-3.063256149654387528e-01
1.762141581063492180e-08,-7.123591513446996942e+03,-3.258795649322694388e-01
1.766324172323415678e-08,-7.123607006648849165e+03,-3.452487326740718565e-01
1.770506763583338515e-08,-7.123622353802056750e+03,-3.644352957935019788e-01
1.774689354843261352e-08,-7.123637556623464661e+03,-3.834414011695135294e-01
1.778871946103184189e-08,-7.123652616805758043e+03,-4.022691654624663826e-01
1.783054537363107026e-08,-7.123667536017859675e+03,-4.209206756106169678e-01
1.787237128623030524e-08,-7.123682315905308315e+03,-4.393979893123973746e-01
1.791419719882953361e-08,-7.123696958090656153e+03,-4.577031355080136699e-01
1.795602311142876198e-08,-7.123711464173824425e+03,-4.758381148420385287e-01
1.799784902402799035e-08,-7.123725835732487212e+03,-4.938049001275417460e-01
1.803967493662721871e-08,-7.123740074322420696e+03,-5.116054367935669589e-01
1.808150084922645370e-08,-7.123754181477857855e+03,-5.292416433281679211e-01
1.812332676182568207e-08,-7.123768158711847718e+03,-5.467154117152448478e-01
1.816515267442491044e-08,-7.123782007516573685e+03,-5.640286078559859639e-01
1.820697858702413880e-08,-7.123795729363710961e+03,-5.811830719915720422e-01
1.824880449962336717e-08,-7.123809325704739422e+03,-5.981806191126066707e-01
1.829063041222259554e-08,-7.123822797971271939e+03,-6.150230393612519109e-01
1.833245632482183053e-08,-7.123836147575372706e+03,-6.317120984298556507e-01
1.837428223742105890e-08,-7.123849375909865557e+03,-6.482495379457589024e-01
1.841610815002028726e-08,-7.123862484348636826e+03,-6.646370758575028681e-01
1.845793406261951563e-08,-7.123875474246938211e+03,-6.808764068067332254e-01
1.849975997521874400e-08,-7.123888346941684176e+03,-6.969692024962585997e-01
1.854158588781797899e-08,-7.123901103751732080e+03,-7.129171120531490047e-01
1.858341180041720735e-08,-7.123913745978172301e+03,-7.287217623821309331e-01
1.862523771301643572e-08,-7.123926274904605634e+03,-7.443847585154510504e-01
1.866706362561566409e-08,-7.123938691797415231e+03,-7.599076839537382000e-01
1.870888953821489246e-08,-7.123950997906041266e+03,-7.752921010031035287e-01
1.875071545081412744e-08,-7.123963194463234686e+03,-7.905395511059849500e-01
1.879254136341335581e-08,-7.123975282685326420e+03,-8.056515551639920059e-01
1.883436727601258418e-08,-7.123987263772479309e+03,-8.206296138574056265e-01
1.887619318861181255e-08,-7.123999138908930945e+03,-8.354752079583858126e-01
1.891801910121104092e-08,-7.124010909263248323e+03,-8.501897986375626104e-01
1.895984501381026929e-08,-7.124022575988571589e+03,-8.647748277674822681e-01
1.900167092640950427e-08,-7.124034140222839596e+03,-8.792317182178701618e-01
1.904349683900873264e-08,-7.124045603089033648e+03,-8.935618741479336435e-01
1.908532275160796101e-08,-7.124056965695400322e+03,-9.077666812922571271e-01
1.912714866420718938e-08,-7.124068229135677939e+03,-9.218475072431149275e-01
1.916897457680641774e-08,-7.124079394489319384e+03,-9.358057017262217947e-01
1.921080048940565273e-08,-7.124090462821712208e+03,-9.496425968728750000e-01
1.925262640200488110e-08,-7.124101435184380534e+03,-9.633595074870520136e-01
1.929445231460410947e-08,-7.124112312615208793e+03,-9.769577313069737201e-01
1.933627822720333783e-08,-7.124123096138636356e+03,-9.904385492632759025e-01
1.937810413980256620e-08,-7.124133786765870354e+03,-1.003803225733752580e+00
1.941993005240180119e-08,-7.124144385495077586e+03,-1.017053008790546498e+00
1.946175596500102956e-08,-7.124154893311581873e+03,-1.030189130446359291e+00
1.950358187760025793e-08,-7.124165311188054147e+03,-1.043212806892881650e+00
1.954540779019948629e-08,-7.124175640084713450e+03,-1.056125238741133066e+00
1.958723370279871466e-08,-7.124185880949490638e+03,-1.068927611249816723e+00
1.962905961539794303e-08,-7.124196034718237570e+03,-1.081621094556052931e+00
1.967088552799717802e-08,-7.124206102314884447e+03,-1.094206843900150439e+00
1.971271144059640638e-08,-7.124216084651626261e+03,-1.106685999844260193e+00
1.975453735319563475e-08,-7.124225982629094688e+03,-1.119059688492699323e+00
1.979636326579486312e-08,-7.124235797136535439e+03,-1.131329021702565774e+00
1.983818917839409149e-08,-7.124245529051961967e+03,-1.143495097295034180e+00
1.988001509099332647e-08,-7.124255179242332815e+03,-1.155558999261443898e+00
1.992184100359255484e-08,-7.124264748563707144e+03,-1.167521797964919950e+00
1.996366691619178321e-08,-7.124274237861403890e+03,-1.179384550342282179e+00
2.000549282879101158e-08,-7.124283647970170023e+03,-1.191148300098266999e+00
2.004731874139023995e-08,-7.124292979714315152e+03,-1.202814077897732314e+00
2.008914465398947493e-08,-7.124302233907879781e+03,-1.214382901558644923e+00
2.013097056658870330e-08,-7.124311411354775373e+03,-1.225855776233936822e+00
2.017279647918793167e-08,-7.124320512848938051e+03,-1.237233694599367828e+00
2.021462239178716004e-08,-7.124329539174463207e+03,-1.248517637031013372e+00
2.025644830438638841e-08,-7.124338491105756475e+03,-1.259708571782688580e+00
2.029827421698561677e-08,-7.124347369407669248e+03,-1.270807455163185162e+00
2.034010012958485176e-08,-7.124356174835636011e+03,-1.281815231704224178e+00
2.038192604218408013e-08,-7.124364908135808037e+03,-1.292732834332707137e+00
2.042375195478330850e-08,-7.124373570045188899e+03,-1.303561184533445383e+00
2.046557786738253686e-08,-7.124382161291766351e+03,-1.314301192515545891e+00
2.050740377998176523e-08,-7.124390682594633290e+03,-1.324953757370691543e+00
2.054922969258100022e-08,-7.124399134664124176e+03,-1.335519767232856703e+00
2.059105560518022859e-08,-7.124407518201931452e+03,-1.346000099433633190e+00
2.063288151777945696e-08,-7.124415833901230144e+03,-1.356395620652929512e+00
2.067470743037868532e-08,-7.124424082446801549e+03,-1.366707187074092777e+00
2.071653334297791369e-08,-7.124432264515149654e+03,-1.376935644527134572e+00
2.075835925557714868e-08,-7.124440380774611185e+03,-1.387081828636881564e+00
2.080018516817637705e-08,-7.124448431885482023e+03,-1.397146564967525872e+00
2.084201108077560541e-08,-7.124456418500122709e+03,-1.407130669159890823e+00
2.088383699337483378e-08,-7.124464341263069400e+03,-1.417034947075075380e+00
2.092566290597406215e-08,-7.124472200811143011e+03,-1.426860194926341308e+00
2.096748881857329052e-08,-7.124479997773563809e+03,-1.436607199417213820e+00
2.100931473117252550e-08,-7.124487732772043273e+03,-1.446276737871379670e+00
2.105114064377175387e-08,-7.124495406420907784e+03,-1.455869578364943351e+00
2.109296655637098224e-08,-7.124503019327176844e+03,-1.465386479852124113e+00
2.113479246897021061e-08,-7.124510572090684946e+03,-1.474828192293639928e+00
2.117661838156943898e-08,-7.124518065304173433e+03,-1.484195456779094924e+00
2.121844429416867396e-08,-7.124525499553381451e+03,-1.493489005650807888e+00
2.126027020676790233e-08,-7.124532875417154173e+03,-1.502709562622362549e+00
2.130209611936713070e-08,-7.124540193467525569e+03,-1.511857842898018278e+00
2.134392203196635907e-08,-7.124547454269822993e+03,-1.520934553289139401e+00
2.138574794456558744e-08,-7.124554658382749949e+03,-1.529940392328312582e+00
2.142757385716482242e-08,-7.124561806358480681e+03,-1.538876050382982585e+00
2.146939976976405079e-08,-7.124568898742746569e+03,-1.547742209765978538e+00
2.151122568236327916e-08,-7.124575936074928904e+03,-1.556539544845814804e+00
2.155305159496250753e-08,-7.124582918888136192e+03,-1.565268722152452829e+00
2.159487750756173589e-08,-7.124589847709298738e+03,-1.573930400485979320e+00
2.163670342016096426e-08,-7.124596723059242322e+03,-1.582525231019546785e+00
2.167852933276019925e-08,-7.124603545452780054e+03,-1.591053857401819371e+00
2.172035524535942762e-08,-7.124610315398786952e+03,-1.599516915859252153e+00
2.176218115795865599e-08,-7.124617033400281798e+03,-1.607915035294983364e+00
2.180400707055788435e-08,-7.124623699954500808e+03,-1.616248837387323167e+00
2.184583298315711272e-08,-7.124630315552990396e+03,-1.624518936687071369e+00
2.188765889575634771e-08,-7.124636880681661751e+03,-1.632725940710925361e+00
2.192948480835557608e-08,-7.124643395820878141e+03,-1.640870450036824524e+00
2.197131072095480444e-08,-7.124649861445533134e+03,-1.648953058395393301e+00
2.201313663355403281e-08,-7.124656278025109714e+03,-1.656974352762067504e+00
2.205496254615326118e-08,-7.124662646023760317e+03,-1.664934913443646858e+00
2.209678845875249617e-08,-7.124668965900381409e+03,-1.672835314170976195e+00
2.213861437135172453e-08,-7.124675238108673511e+03,-1.680676122181380183e+00
2.218044028395095290e-08,-7.124681463097212145e+03,-1.688457898307225813e+00
2.222226619655018127e-08,-7.124687641309521496e+03,-1.696181197059080104e+00
2.226409210914940964e-08,-7.124693773184133534e+03,-1.703846566707310828e+00
2.230591802174863801e-08,-7.124699859154653495e+03,-1.711454549367638078e+00
2.234774393434787299e-08,-7.124705899649836283e+03,-1.719005681076484437e+00
2.238956984694710136e-08,-7.124711895093627390e+03,-1.726500491875290200e+00
2.243139575954632973e-08,-7.124717845905245667e+03,-1.733939505885012000e+00
2.247322167214555810e-08,-7.124723752499239708e+03,-1.741323241384715503e+00
2.251504758474478647e-08,-7.124729615285539694e+03,-1.748652210887762459e+00
2.255687349734402145e-08,-7.124735434669530150e+03,-1.755926921214870262e+00
2.259869940994324982e-08,-7.124741211052095423e+03,-1.763147873570143576e+00
2.264052532254247819e-08,-7.124746944829695167e+03,-1.770315563610660670e+00
2.268235123514170656e-08,-7.124752636394399815e+03,-1.777430481520849259e+00
2.272417714774093492e-08,-7.124758286133964248e+03,-1.784493112080992816e+00
2.276600306034016991e-08,-7.124763894431876906e+03,-1.791503934736423442e+00
2.280782897293939828e-08,-7.124769461667412543e+03,-1.798463423667635785e+00
2.284965488553862665e-08,-7.124774988215687699e+03,-1.805372047856095508e+00
2.289148079813785502e-08,-7.124780474447720735e+03,-1.812230271151338723e+00
2.293330671073708338e-08,-7.124785920730469115e+03,-1.819038552335288106e+00
2.297513262333631175e-08,-7.124791327426892167e+03,-1.825797345189554832e+00
2.301695853593554674e-08,-7.124796694896003828e+03,-1.832507098554309488e+00
2.305878444853477511e-08,-7.124802023492912667e+03,-1.839168256395379064e+00
2.310061036113400347e-08,-7.124807313568877362e+03,-1.845781257863936320e+00
2.314243627373323184e-08,-7.124812565471359449e+03,-1.852346537356159839e+00
2.318426218633246021e-08,-7.124817779544058794e+03,-1.858864524576062216e+00
2.322608809893169520e-08,-7.124822956126973622e+03,-1.865335644591914477e+00
2.326791401153092356e-08,-7.124828095556441440e+03,-1.871760317895846182e+00
2.330973992413015193e-08,-7.124833198165185422e+03,-1.878138960461374740e+00
2.335156583672938030e-08,-7.124838264282356249e+03,-1.884471983798102990e+00
2.339339174932860867e-08,-7.124843294233582128e+03,-1.890759795010287458e+00
2.343521766192784365e-08,-7.124848288341015177e+03,-1.897002796849718953e+00
2.347704357452707202e-08,-7.124853246923363258e+03,-1.903201387769656083e+00
2.351886948712630039e-08,-7.124858170295941818e+03,-1.909355961981115346e+00
2.356069539972552876e-08,-7.124863058770716634e+03,-1.915466909501957637e+00
2.360252131232475713e-08,-7.124867912656340195e+03,-1.921534616210485602e+00
2.364434722492398550e-08,-7.124872732258193537e+03,-1.927559463897571046e+00
2.368617313752322048e-08,-7.124877517878432627e+03,-1.933541830314409626e+00
2.372799905012244885e-08,-7.124882269816019289e+03,-1.939482089225031292e+00
2.376982496272167722e-08,-7.124886988366764854e+03,-1.945380610453805614e+00
2.381165087532090559e-08,-7.124891673823372003e+03,-1.951237759934352001e+00
2.385347678792013395e-08,-7.124896326475466594e+03,-1.957053899756570070e+00
2.389530270051936894e-08,-7.124900946609634957e+03,-1.962829388214110793e+00
2.393712861311859731e-08,-7.124905534509474819e+03,-1.968564579851868057e+00
2.397895452571782568e-08,-7.124910090455610771e+03,-1.974259825509056876e+00
2.402078043831705405e-08,-7.124914614725747015e+03,-1.979915472366325702e+00
2.406260635091628241e-08,-7.124919107594691013e+03,-1.985531863990213530e+00
2.410443226351551740e-08,-7.124923569334400781e+03,-1.991109340375742942e+00
2.414625817611474577e-08,-7.124928000214006715e+03,-1.996648237990639174e+00
2.418808408871397414e-08,-7.124932400499857977e+03,-2.002148889817193744e+00
2.422991000131320250e-08,-7.124936770455544320e+03,-2.007611625395254507e+00
2.427173591391243087e-08,-7.124941110341938838e+03,-2.013036770862919322e+00
2.431356182651165924e-08,-7.124945420417223431e+03,-2.018424648998020210e+00
2.435538773911089423e-08,-7.124949700936929730e+03,-2.023775579258248136e+00
2.439721365171012259e-08,-7.124953952153958198e+03,-2.029089877819557408e+00
2.443903956430935096e-08,-7.124958174318621786e+03,-2.034367857617944697e+00
2.448086547690857933e-08,-7.124962367678673218e+03,-2.039609828386767187e+00
2.452269138950780770e-08,-7.124966532479329544e+03,-2.044816096694492824e+00
2.456451730210704268e-08,-7.124970668963309436e+03,-2.049986965982605103e+00
2.460634321470627105e-08,-7.124974777370861375e+03,-2.055122736603944844e+00
2.464816912730549942e-08,-7.124978857939790032e+03,-2.060223705858261756e+00
2.468999503990472779e-08,-7.124982910905489916e+03,-2.065290168027365425e+00
2.473182095250395616e-08,-7.124986936500968113e+03,-2.070322414413151346e+00
2.477364686510319114e-08,-7.124990934956877936e+03,-2.075320733371049275e+00
2.481547277770241951e-08,-7.124994906501540754e+03,-2.080285410345569019e+00
2.485729869030164788e-08,-7.124998851360980552e+03,-2.085216727903397071e+00
2.489912460290087625e-08,-7.125002769758945760e+03,-2.090114965768902877e+00
2.494095051550010462e-08,-7.125006661916933808e+03,-2.094980400855822378e+00
2.498277642809933298e-08,-7.125010528054229326e+03,-2.099813307301155785e+00
2.502460234069856797e-08,-7.125014368387912327e+03,-2.104613956497162874e+00
2.506642825329779634e-08,-7.125018183132899139e+03,-2.109382617123179315e+00
2.510825416589702471e-08,-7.125021972501961500e+03,-2.114119555178144871e+00
2.515008007849625308e-08,-7.125025736705749296e+03,-2.118825034011184272e+00
2.519190599109548144e-08,-7.125029475952815119e+03,-2.123499314350932199e+00
2.523373190369471643e-08,-7.125033190449647918e+03,-2.128142654339033157e+00
2.527555781629394480e-08,-7.125036880400686641e+03,-2.132755309556918277e+00
2.531738372889317317e-08,-7.125040546008343881e+03,-2.137337533057806827e+00
2.535920964149240153e-08,-7.125044187473037709e+03,-2.141889575393400857e+00
2.540103555409162990e-08,-7.125047804993206228e+03,-2.146411684645790352e+00
2.544286146669086489e-08,-7.125051398765334852e+03,-2.150904106452043330e+00
2.548468737929009326e-08,-7.125054968983978142e+03,-2.155367084035872960e+00
2.552651329188932162e-08,-7.125058515841777080e+03,-2.159800858233164700e+00
2.556833920448854999e-08,-7.125062039529489994e+03,-2.164205667519354392e+00
2.561016511708777836e-08,-7.125065540236006200e+03,-2.168581748037525792e+00
2.565199102968700673e-08,-7.125069018148372379e+03,-2.172929333623228931e+00
2.569381694228624171e-08,-7.125072473451809856e+03,-2.177248655833250002e+00
2.573564285488547008e-08,-7.125075906329735517e+03,-2.181539943968457518e+00
2.577746876748469845e-08,-7.125079316963786368e+03,-2.185803425102913700e+00
2.581929468008392682e-08,-7.125082705533834087e+03,-2.190039324104060547e+00
2.586112059268315519e-08,-7.125086072218011395e+03,-2.194247863663581377e+00
2.590294650528239017e-08,-7.125089417192722976e+03,-2.198429264317503851e+00
2.594477241788161854e-08,-7.125092740632675486e+03,-2.202583744473204597e+00
2.598659833048084691e-08,-7.125096042710885740e+03,-2.206711520430466145e+00
2.602842424308007528e-08,-7.125099323598713454e+03,-2.210812806409513165e+00
2.607025015567930365e-08,-7.125102583465860334e+03,-2.214887814568562874e+00
2.611207606827853863e-08,-7.125105822480407369e+03,-2.218936755033031005e+00
2.615390198087776700e-08,-7.125109040808824830e+03,-2.222959835912797999e+00
2.619572789347699537e-08,-7.125112238615986826e+03,-2.226957263329483627e+00
2.623755380607622374e-08,-7.125115416065197678e+03,-2.230929241434419730e+00
2.627937971867545211e-08,-7.125118573318203744e+03,-2.234875972433014724e+00
2.632120563127468047e-08,-7.125121710535208877e+03,-2.238797656605923336e+00
2.636303154387391546e-08,-7.125124827874898074e+03,-2.242694492331151146e+00
2.640485745647314383e-08,-7.125127925494445662e+03,-2.246566676102132121e+00
2.644668336907237220e-08,-7.125131003549543493e+03,-2.250414402552528781e+00
2.648850928167160056e-08,-7.125134062194406397e+03,-2.254237864474159636e+00
2.653033519427082893e-08,-7.125137101581793104e+03,-2.258037252838199560e+00
2.657216110687006392e-08,-7.125140121863022614e+03,-2.261812756814585601e+00
2.661398701946929229e-08,-7.125143123187990568e+03,-2.265564563792664909e+00
2.665581293206852065e-08,-7.125146105705181981e+03,-2.269292859400477091e+00
2.669763884466774902e-08,-7.125149069561689430e+03,-2.272997827523504100e+00
2.673946475726697739e-08,-7.125152014903223062e+03,-2.276679650323871762e+00
2.678129066986621238e-08,-7.125154941874137876e+03,-2.280338508260464803e+00
2.682311658246544075e-08,-7.125157850617434633e+03,-2.283974580104628060e+00
2.686494249506466911e-08,-7.125160741274780776e+03,-2.287588042961406831e+00
2.690676840766389748e-08,-7.125163613986524979e+03,-2.291179072287153673e+00
2.694859432026312585e-08,-7.125166468891715340e+03,-2.294747841905484975e+00
2.699042023286235422e-08,-7.125169306128099379e+03,-2.298294524026740504e+00
2.703224614546158920e-08,-7.125172125832156780e+03,-2.301819289265586210e+00
2.707407205806081757e-08,-7.125174928139101212e+03,-2.305322306656994780e+00
2.711589797066004594e-08,-7.125177713182896696e+03,-2.308803743673696118e+00
2.715772388325927431e-08,-7.125180481096272160e+03,-2.312263766243745522e+00
2.719954979585850268e-08,-7.125183232010731444e+03,-2.315702538766704066e+00
2.724137570845773766e-08,-7.125185966056571488e+03,-2.319120224128873975e+00
2.728320162105696603e-08,-7.125188683362890515e+03,-2.322516983722433093e+00
2.732502753365619440e-08,-7.125191384057605319e+03,-2.325892977457725053e+00
2.736685344625542277e-08,-7.125194068267460352e+03,-2.329248363781303954e+00
2.740867935885465114e-08,-7.125196736118040462e+03,-2.332583299692144063e+00
2.745050527145388612e-08,-7.125199387733785443e+03,-2.335897940755211621e+00
2.749233118405311449e-08,-7.125202023238000038e+03,-2.339192441117546650e+00
2.753415709665234286e-08,-7.125204642752865766e+03,-2.342466953523921980e+00
2.757598300925157123e-08,-7.125207246399460018e+03,-2.345721629330493219e+00
2.761780892185079959e-08,-7.125209834297752423e+03,-2.348956618520753548e+00
2.765963483445002796e-08,-7.125212406566632126e+03,-2.352172069718887037e+00
2.770146074704926295e-08,-7.125214963323914162e+03,-2.355368130204596788e+00
2.774328665964849132e-08,-7.125217504686341272e+03,-2.358544945928151115e+00
2.778511257224771968e-08,-7.125220030769611185e+03,-2.361702661522213642e+00
2.782693848484694805e-08,-7.125222541688380261e+03,-2.364841420318856802e+00
2.786876439744617642e-08,-7.125225037556268035e+03,-2.367961364359564058e+00
2.791059031004541141e-08,-7.125227518485877226e+03,-2.371062634411440939e+00
2.795241622264463978e-08,-7.125229984588800107e+03,-2.374145369979631326e+00
2.799424213524386814e-08,-7.125232435975633962e+03,-2.377209709320309727e+00
2.803606804784309651e-08,-7.125234872755982906e+03,-2.380255789454193138e+00
2.807789396044232488e-08,-7.125237295038472439e+03,-2.383283746178492368e+00
2.811971987304155987e-08,-7.125239702930765816e+03,-2.386293714081268558e+00
2.816154578564078823e-08,-7.125242096539564045e+03,-2.389285826552155712e+00
2.820337169824001660e-08,-7.125244475970619533e+03,-2.392260215796026657e+00
2.824519761083924497e-08,-7.125246841328748815e+03,-2.395217012844661486e+00
2.828702352343847334e-08,-7.125249192717838014e+03,-2.398156347568995095e+00
2.832884943603770171e-08,-7.125251530240856482e+03,-2.401078348691522812e+00
2.837067534863693669e-08,-7.125253853999861349e+03,-2.403983143797614463e+00
2.841250126123616506e-08,-7.125256164096013890e+03,-2.406870859346947000e+00
2.845432717383539343e-08,-7.125258460629578622e+03,-2.409741620685797336e+00
2.849615308643462180e-08,-7.125260743699944214e+03,-2.412595552058208526e+00
2.853797899903385017e-08,-7.125263013405621678e+03,-2.415432776617541411e+00
2.857980491163308515e-08,-7.125265269844263457e+03,-2.418253416436763281e+00
2.862163082423231352e-08,-7.125267513112662527e+03,-2.421057592520429402e+00
2.866345673683154189e-08,-7.125269743306769669e+03,-2.423845424814905947e+00
2.870528264943077026e-08,-7.125271960521691653e+03,-2.426617032218885583e+00
2.874710856202999862e-08,-7.125274164851713977e+03,-2.429372532596654199e+00
2.878893447462923361e-08,-7.125276356390293586e+03,-2.432112042784198902e+00
2.883076038722846198e-08,-7.125278535230084344e+03,-2.434835678603346487e+00
2.887258629982769035e-08,-7.125280701462928846e+03,-2.437543554870174933e+00
2.891441221242691871e-08,-7.125282855179877515e+03,-2.440235785405274971e+00
2.895623812502614708e-08,-7.125284996471186787e+03,-2.442912483045620142e+00
2.899806403762537545e-08,-7.125287125426341845e+03,-2.445573759650908396e+00
2.903988995022461044e-08,-7.125289242134050255e+03,-2.448219726117649930e+00
2.908171586282383881e-08,-7.125291346682257426e+03,-2.450850492385488355e+00
2.912354177542306717e-08,-7.125293439158148431e+03,-2.453466167448896229e+00
2.916536768802229554e-08,-7.125295519648164372e+03,-2.456066859364244959e+00
2.920719360062152391e-08,-7.125297588237999662e+03,-2.458652675262813059e+00
2.924901951322075890e-08,-7.125299645012619294e+03,-2.461223721356808003e+00
2.929084542581998726e-08,-7.125301690056257939e+03,-2.463780102949902240e+00
2.933267133841921563e-08,-7.125303723452433587e+03,-2.466321924446313485e+00
2.937449725101844400e-08,-7.125305745283947545e+03,-2.468849289359639876e+00
2.941632316361767237e-08,-7.125307755632898989e+03,-2.471362300320623095e+00
2.945814907621690735e-08,-7.125309754580688605e+03,-2.473861059088043213e+00
2.949997498881613572e-08,-7.125311742208023134e+03,-2.476345666556313496e+00
2.954180090141536409e-08,-7.125313718594928105e+03,-2.478816222763164490e+00
2.958362681401459246e-08,-7.125315683820750564e+03,-2.481272826899126205e+00
2.962545272661382083e-08,-7.125317637964162714e+03,-2.483715577316493395e+00
2.966727863921304920e-08,-7.125319581103176461e+03,-2.486144571535207959e+00
2.970910455181228418e-08,-7.125321513315141601e+03,-2.488559906253872800e+00
2.975093046441151255e-08,-7.125323434676763100e+03,-2.490961677356266168e+00
2.979275637701074092e-08,-7.125325345264094722e+03,-2.493349979918950687e+00
2.983458228960996929e-08,-7.125327245152550859e+03,-2.495724908220837257e+00
2.987640820220919765e-08,-7.125329134416918350e+03,-2.498086555749517323e+00
2.991823411480843264e-08,-7.125331013131353757e+03,-2.500435015209409695e+00
2.996006002740766101e-08,-7.125332881369396091e+03,-2.502770378529800333e+00
3.000188594000688938e-08,-7.125334739203965910e+03,-2.505092736871426862e+00
3.004371185260611774e-08,-7.125336586707380775e+03,-2.507402180635700084e+00
3.008553776520534611e-08,-7.125338423951351615e+03,-2.509698799469878061e+00
3.012736367780458110e-08,-7.125340251006995459e+03,-2.511982682276001633e+00
3.016918959040380947e-08,-7.125342067944835435e+03,-2.514253917217839085e+00
3.021101550300303784e-08,-7.125343874834813505e+03,-2.516512591727276149e+00
3.025284141560226620e-08,-7.125345671746292282e+03,-2.518758792512456601e+00
3.029466732820149457e-08,-7.125347458748056852e+03,-2.520992605563762812e+00
3.033649324080072294e-08,-7.125349235908326591e+03,-2.523214116161142773e+00
3.037831915339995793e-08,-7.125351003294757902e+03,-2.525423408882036647e+00
3.042014506599918629e-08,-7.125352760974449666e+03,-2.527620567605628032e+00
3.046197097859841466e-08,-7.125354509013947791e+03,-2.529805675521910491e+00
3.050379689119764303e-08,-7.125356247479252488e+03,-2.531978815137165384e+00
3.054562280379687140e-08,-7.125357976435824639e+03,-2.534140068281109492e+00
3.058744871639610638e-08,-7.125359695948585795e+03,-2.536289516111915443e+00
3.062927462899533475e-08,-7.125361406081922723e+03,-2.538427239125065960e+00
3.067110054159456312e-08,-7.125363106899707418e+03,-2.540553317157483892e+00
3.071292645419379149e-08,-7.125364798465277090e+03,-2.542667829394861911e+00
3.075475236679301986e-08,-7.125366480841465091e+03,-2.544770854377597313e+00
3.079657827939225484e-08,-7.125368154090583630e+03,-2.546862470006990620e+00
3.083840419199148321e-08,-7.125369818274444697e+03,-2.548942753550560880e+00
3.088023010459071158e-08,-7.125371473454358238e+03,-2.551011781650354138e+00
3.092205601718993995e-08,-7.125373119691130341e+03,-2.553069630325441430e+00
3.096388192978916832e-08,-7.125374757045085971e+03,-2.555116374980436422e+00
3.100570784238839668e-08,-7.125376385576054417e+03,-2.557152090410912404e+00
3.104753375498762505e-08,-7.125378005343385666e+03,-2.559176850807581172e+00
3.108935966758686004e-08,-7.125379616405948582e+03,-2.561190729764056151e+00
3.113118558018608841e-08,-7.125381218822140909e+03,-2.563193800280909151e+00
3.117301149278531677e-08,-7.125382812649888365e+03,-2.565186134771911597e+00
3.121483740538454514e-08,-7.125384397946654644e+03,-2.567167805069917819e+00
3.125666331798377351e-08,-7.125385974769438690e+03,-2.569138882430895610e+00
3.129848923058300850e-08,-7.125387543174787425e+03,-2.571099437540870447e+00
3.134031514318223687e-08,-7.125389103218793025e+03,-2.573049540520619072e+00
3.138214105578146523e-08,-7.125390654957099287e+03,-2.574989260930827584e+00
3.142396696838069360e-08,-7.125392198444908900e+03,-2.576918667777004845e+00
3.146579288097992197e-08,-7.125393733736977993e+03,-2.578837829515840063e+00
3.150761879357915034e-08,-7.125395260887638869e+03,-2.580746814058501926e+00
3.154944470617838532e-08,-7.125396779950780910e+03,-2.582645688777024162e+00
3.159127061877761369e-08,-7.125398290979876037e+03,-2.584534520509564004e+00
3.163309653137684206e-08,-7.125399794027959615e+03,-2.586413375564389217e+00
3.167492244397607043e-08,-7.125401289147660464e+03,-2.588282319724574343e+00
3.171674835657529880e-08,-7.125402776391183579e+03,-2.590141418253670835e+00
3.175857426917453378e-08,-7.125404255810326504e+03,-2.591990735900628007e+00
3.180040018177376215e-08,-7.125405727456475688e+03,-2.593830336903392819e+00
3.184222609437299052e-08,-7.125407191380611948e+03,-2.595660284995426448e+00
3.188405200697221889e-08,-7.125408647633318651e+03,-2.597480643407440226e+00
3.192587791957144726e-08,-7.125410096264781714e+03,-2.599291474875215169e+00
3.196770383217068224e-08,-7.125411537324792334e+03,-2.601092841642453468e+00
3.200952974476991061e-08,-7.125412970862748807e+03,-2.602884805465130125e+00
3.205135565736913898e-08,-7.125414396927672897e+03,-2.604667427616022657e+00
3.209318156996836735e-08,-7.125415815568192556e+03,-2.606440768889547677e+00
3.213500748256759571e-08,-7.125417226832561937e+03,-2.608204889607674382e+00
