Rvals*1e9,0a1,0a1,0a1,0a1,0a1,0a1,0a1
4.221505241898193025e-08,-7.128160061328708252e+03,-7.125157703413611671e+03,-7.124733289383669216e+03,-5.391549937999223552e+00,-2.115610092277492527e+00,-1.865589792926922730e+00,-1.782722789366741445e+00
4.225687833158116523e-08,-7.128160291683603646e+03,-7.125157895248749810e+03,-7.124733574700209829e+03,-5.392015869690154339e+00,-2.115617986741515910e+00,-1.865958196517381928e+00,-1.783295706815903436e+00
4.229870424418039360e-08,-7.128160521144509403e+03,-7.125158086445556364e+03,-7.124733858753575987e+03,-5.392479978288506004e+00,-2.115625982779837599e+00,-1.866324999226457670e+00,-1.783866354757924544e+00
4.234053015677962197e-08,-7.128160749715725615e+03,-7.125158277006446951e+03,-7.124734141550851746e+03,-5.392942272654247304e+00,-2.115634079616470320e+00,-1.866690209336118400e+00,-1.784434744408534668e+00
4.238235606937885034e-08,-7.128160977401532364e+03,-7.125158466933804448e+03,-7.124734423099065680e+03,-5.393402761604978224e+00,-2.115642276476128902e+00,-1.867053835086156521e+00,-1.785000886919152929e+00
4.242418198197807871e-08,-7.128161204206177899e+03,-7.125158656230037195e+03,-7.124734703405225446e+03,-5.393861453904674974e+00,-2.115650572589721001e+00,-1.867415884657559477e+00,-1.785564793378143555e+00
4.246600789457731369e-08,-7.128161430133884096e+03,-7.125158844897505332e+03,-7.124734982476251389e+03,-5.394318358267185864e+00,-2.115658967189375517e+00,-1.867776366200111227e+00,-1.786126474806764897e+00
4.250783380717654206e-08,-7.128161655188861005e+03,-7.125159032938600831e+03,-7.124735260319060217e+03,-5.394773483349595722e+00,-2.115667459512837301e+00,-1.868135287801992117e+00,-1.786685942156734708e+00
4.254965971977577043e-08,-7.128161879375283206e+03,-7.125159220355676553e+03,-7.124735536940494967e+03,-5.395226837768491990e+00,-2.115676048800562370e+00,-1.868492657504983612e+00,-1.787243206323443356e+00
4.259148563237499880e-08,-7.128162102697296177e+03,-7.125159407151081723e+03,-7.124735812347352294e+03,-5.395678430087420097e+00,-2.115684734297222924e+00,-1.868848483306844610e+00,-1.787798278130024787e+00
4.263331154497422717e-08,-7.128162325159046304e+03,-7.125159593327168295e+03,-7.124736086546404294e+03,-5.396128268815999718e+00,-2.115693515249774670e+00,-1.869202773160389075e+00,-1.788351168341169695e+00
4.267513745757346215e-08,-7.128162546764629951e+03,-7.125159778886269123e+03,-7.124736359544361221e+03,-5.396576362424392315e+00,-2.115702390911260888e+00,-1.869555534963363463e+00,-1.788901887657085688e+00
4.271696337017269052e-08,-7.128162767518135297e+03,-7.125159963830704328e+03,-7.124736631347881485e+03,-5.397022719325446971e+00,-2.115711360535792895e+00,-1.869906776575113394e+00,-1.789450446714499154e+00
4.275878928277191889e-08,-7.128162987423623235e+03,-7.125160148162798578e+03,-7.124736901963604396e+03,-5.397467347885243072e+00,-2.115720423381479254e+00,-1.870256505806452640e+00,-1.789996856086459198e+00
4.280061519537114726e-08,-7.128163206485126466e+03,-7.125160331884847437e+03,-7.124737171398102873e+03,-5.397910256432243870e+00,-2.115729578712233661e+00,-1.870604730419209272e+00,-1.790541126287716001e+00
4.284244110797037562e-08,-7.128163424706669502e+03,-7.125160514999160114e+03,-7.124737439657918003e+03,-5.398351453223912522e+00,-2.115738825793298972e+00,-1.870951458133626844e+00,-1.791083267765581688e+00
4.288426702056961061e-08,-7.128163642092237751e+03,-7.125160697508017620e+03,-7.124737706749532663e+03,-5.398790946495278575e+00,-2.115748163893790945e+00,-1.871296696618834243e+00,-1.791623290914764910e+00
4.292609293316883898e-08,-7.128163858645802065e+03,-7.125160879413706425e+03,-7.124737972679408813e+03,-5.399228744417284176e+00,-2.115757592287319966e+00,-1.871640453509545887e+00,-1.792161206060926437e+00
4.296791884576806735e-08,-7.128164074371314200e+03,-7.125161060718497538e+03,-7.124738237453951115e+03,-5.399664855126895979e+00,-2.115767110250005079e+00,-1.871982736381093471e+00,-1.792697023470899875e+00
4.300974475836729571e-08,-7.128164289272694077e+03,-7.125161241424654690e+03,-7.124738501079528760e+03,-5.400099286703031964e+00,-2.115776717062217038e+00,-1.872323552776800959e+00,-1.793230753359278840e+00
4.305157067096652408e-08,-7.128164503353845248e+03,-7.125161421534421606e+03,-7.124738763562450913e+03,-5.400532047185556017e+00,-2.115786412007649719e+00,-1.872662910191174479e+00,-1.793762405869637089e+00
4.309339658356575245e-08,-7.128164716618649436e+03,-7.125161601050055651e+03,-7.124739024909011277e+03,-5.400963144564453700e+00,-2.115796194373829486e+00,-1.873000816076618502e+00,-1.794291991095681160e+00
4.313522249616498744e-08,-7.128164929070972903e+03,-7.125161779973787816e+03,-7.124739285125448987e+03,-5.401392586789068417e+00,-2.115806063451110219e+00,-1.873337277834887127e+00,-1.794819519067209823e+00
4.317704840876421581e-08,-7.128165140714641893e+03,-7.125161958307840905e+03,-7.124739544217956791e+03,-5.401820381761807788e+00,-2.115816018533277720e+00,-1.873672302839255677e+00,-1.795344999758845761e+00
4.321887432136344417e-08,-7.128165351553483561e+03,-7.125162136054439543e+03,-7.124739802192691968e+03,-5.402246537331557796e+00,-2.115826058919251906e+00,-1.874005898403594550e+00,-1.795868443084045030e+00
4.326070023396267254e-08,-7.128165561591285041e+03,-7.125162313215789254e+03,-7.124740059055777238e+03,-5.402671061322608104e+00,-2.115836183909085122e+00,-1.874338071811650464e+00,-1.796389858900976355e+00
4.330252614656190091e-08,-7.128165770831818008e+03,-7.125162489794087378e+03,-7.124740314813280747e+03,-5.403093961492085207e+00,-2.115846392807966492e+00,-1.874668830292460120e+00,-1.796909257010550931e+00
4.334435205916113590e-08,-7.128165979278843224e+03,-7.125162665791543077e+03,-7.124740569471257004e+03,-5.403515245556336666e+00,-2.115856684924571240e+00,-1.874998181048836532e+00,-1.797426647156409762e+00
4.338617797176036426e-08,-7.128166186936082340e+03,-7.125162841210322767e+03,-7.124740823035684116e+03,-5.403934921217175003e+00,-2.115867059570652575e+00,-1.875326131229489546e+00,-1.797942039027590422e+00
4.342800388435959263e-08,-7.128166393807253371e+03,-7.125163016052610146e+03,-7.124741075512530188e+03,-5.404352996084924143e+00,-2.115877516059319063e+00,-1.875652687942515273e+00,-1.798455442253688030e+00
4.346982979695882100e-08,-7.128166599896043408e+03,-7.125163190320567992e+03,-7.124741326907712391e+03,-5.404769477773369246e+00,-2.115888053711254990e+00,-1.875977858259934683e+00,-1.798966866410121934e+00
4.351165570955804937e-08,-7.128166805206124991e+03,-7.125163364016352716e+03,-7.124741577227106973e+03,-5.405184373822137900e+00,-2.115898671847285417e+00,-1.876301649211253864e+00,-1.799476321020715641e+00
4.355348162215727774e-08,-7.128167009741140646e+03,-7.125163537142121640e+03,-7.124741826476567439e+03,-5.405597691734701726e+00,-2.115909369794406913e+00,-1.876624067777352689e+00,-1.799983815546821520e+00
4.359530753475651272e-08,-7.128167213504725623e+03,-7.125163709700008440e+03,-7.124742074661879997e+03,-5.406009438985980076e+00,-2.115920146879380237e+00,-1.876945120919030430e+00,-1.800489359403857348e+00
4.363713344735574109e-08,-7.128167416500478794e+03,-7.125163881692149516e+03,-7.124742321788823574e+03,-5.406419622992515883e+00,-2.115931002434635388e+00,-1.877264815527355246e+00,-1.800992961947022408e+00
4.367895935995496946e-08,-7.128167618731994480e+03,-7.125164053120670360e+03,-7.124742567863124350e+03,-5.406828251135653574e+00,-2.115941935797558848e+00,-1.877583158481621384e+00,-1.801494632478030988e+00
4.372078527255419783e-08,-7.128167820202844268e+03,-7.125164223987687365e+03,-7.124742812890473942e+03,-5.407235330753012548e+00,-2.115952946305665883e+00,-1.877900156602630988e+00,-1.801994380251275008e+00
4.376261118515342620e-08,-7.128168020916569731e+03,-7.125164394295296006e+03,-7.124743056876513037e+03,-5.407640869144753282e+00,-2.115964033301342972e+00,-1.878215816679397410e+00,-1.802492214460443165e+00
4.380443709775266118e-08,-7.128168220876703344e+03,-7.125164564045617226e+03,-7.124743299826876864e+03,-5.408044873568596422e+00,-2.115975196130808200e+00,-1.878530145466007273e+00,-1.802988144250911917e+00
4.384626301035188955e-08,-7.128168420086758488e+03,-7.125164733240719215e+03,-7.124743541747134259e+03,-5.408447351236999268e+00,-2.115986434143924289e+00,-1.878843149665490042e+00,-1.803482178713766260e+00
4.388808892295111792e-08,-7.128168618550212159e+03,-7.125164901882700178e+03,-7.124743782642840415e+03,-5.408848309333361470e+00,-2.115997746690086778e+00,-1.879154835954021774e+00,-1.803974326889610236e+00
4.392991483555034629e-08,-7.128168816270544994e+03,-7.125165069973631944e+03,-7.124744022519492319e+03,-5.409247754985711865e+00,-2.116009133128649466e+00,-1.879465210958823462e+00,-1.804464597766309408e+00
4.397174074814957465e-08,-7.128169013251206707e+03,-7.125165237515574518e+03,-7.124744261382568766e+03,-5.409645695288663347e+00,-2.116020592816442836e+00,-1.879774281275845116e+00,-1.804953000282952136e+00
4.401356666074880964e-08,-7.128169209495629730e+03,-7.125165404510596090e+03,-7.124744499237507625e+03,-5.410042137302655263e+00,-2.116032125117103035e+00,-1.880082053470142345e+00,-1.805439543323041018e+00
4.405539257334803801e-08,-7.128169405007228306e+03,-7.125165570960742116e+03,-7.124744736089709477e+03,-5.410437088049721233e+00,-2.116043729395763684e+00,-1.880388534048057281e+00,-1.805924235721839910e+00
4.409721848594726638e-08,-7.128169599789393033e+03,-7.125165736868056229e+03,-7.124744971944547615e+03,-5.410830554492591205e+00,-2.116055405022045921e+00,-1.880693729501601741e+00,-1.806407086266791584e+00
4.413904439854649474e-08,-7.128169793845502682e+03,-7.125165902234558416e+03,-7.124745206807339855e+03,-5.411222543577619781e+00,-2.116067151366995969e+00,-1.880997646273080193e+00,-1.806888103690002634e+00
4.418087031114572311e-08,-7.128169987178913289e+03,-7.125166067062298680e+03,-7.124745440683404013e+03,-5.411613062208748381e+00,-2.116078967807021094e+00,-1.881300290764697847e+00,-1.807367296681250846e+00
4.422269622374495810e-08,-7.128170179792961790e+03,-7.125166231353278818e+03,-7.124745673577992420e+03,-5.412002117240493071e+00,-2.116090853721117604e+00,-1.881601669351739226e+00,-1.807844673873395980e+00
4.426452213634418647e-08,-7.128170371690968750e+03,-7.125166395109509722e+03,-7.124745905496333762e+03,-5.412389715496466636e+00,-2.116102808491382881e+00,-1.881901788371574735e+00,-1.808320243854157905e+00
4.430634804894341484e-08,-7.128170562876243821e+03,-7.125166558332995010e+03,-7.124746136443630348e+03,-5.412775863768418461e+00,-2.116114831501907378e+00,-1.882200654113790783e+00,-1.808794015162671354e+00
4.434817396154264320e-08,-7.128170753352067550e+03,-7.125166721025733750e+03,-7.124746366425047199e+03,-5.413160568788394578e+00,-2.116126922143328315e+00,-1.882498272847742848e+00,-1.809265996290114309e+00
4.438999987414187157e-08,-7.128170943121701384e+03,-7.125166883189708642e+03,-7.124746595445712956e+03,-5.413543837286539429e+00,-2.116139079805684275e+00,-1.882794650798119029e+00,-1.809736195676773463e+00
4.443182578674109994e-08,-7.128171132188392221e+03,-7.125167044826898746e+03,-7.124746823510728063e+03,-5.413925675920268965e+00,-2.116151303884984625e+00,-1.883089794159465757e+00,-1.810204621720381102e+00
4.447365169934033493e-08,-7.128171320555382408e+03,-7.125167205939271298e+03,-7.124747050625150223e+03,-5.414306091332425019e+00,-2.116163593778312091e+00,-1.883383709079145429e+00,-1.810671282764667378e+00
4.451547761193956329e-08,-7.128171508225870639e+03,-7.125167366528784441e+03,-7.124747276794014397e+03,-5.414685090120922695e+00,-2.116175948888401770e+00,-1.883676401682580881e+00,-1.811136187112022178e+00
4.455730352453879166e-08,-7.128171695203060153e+03,-7.125167526597412689e+03,-7.124747502022329172e+03,-5.415062678847268884e+00,-2.116188368619994264e+00,-1.883967878060587076e+00,-1.811599343013911678e+00
4.459912943713802003e-08,-7.128171881490128726e+03,-7.125167686147088716e+03,-7.124747726315059481e+03,-5.415438864035987621e+00,-2.116200852379559016e+00,-1.884258144251342415e+00,-1.812060758680555939e+00
4.464095534973724840e-08,-7.128172067090235032e+03,-7.125167845179744290e+03,-7.124747949677133875e+03,-5.415813652180522020e+00,-2.116213399578010357e+00,-1.884547206282995768e+00,-1.812520442269390575e+00
4.468278126233648338e-08,-7.128172252006523195e+03,-7.125168003697326640e+03,-7.124748172113470901e+03,-5.416187049736038261e+00,-2.116226009631068550e+00,-1.884835070132470758e+00,-1.812978401898162506e+00
4.472460717493571175e-08,-7.128172436242115509e+03,-7.125168161701755707e+03,-7.124748393628939994e+03,-5.416559063124585904e+00,-2.116238681953674039e+00,-1.885121741749407942e+00,-1.813434645635659592e+00
4.476643308753494012e-08,-7.128172619800130633e+03,-7.125168319194940523e+03,-7.124748614228375118e+03,-5.416929698714811892e+00,-2.116251415969046867e+00,-1.885407227055157175e+00,-1.813889181504872550e+00
4.480825900013416849e-08,-7.128172802683651753e+03,-7.125168476178802848e+03,-7.124748833916602052e+03,-5.417298962870802370e+00,-2.116264211098398462e+00,-1.885691531920656416e+00,-1.814342017484968039e+00
4.485008491273339686e-08,-7.128172984895754780e+03,-7.125168632655235342e+03,-7.124749052698408377e+03,-5.417666861901227371e+00,-2.116277066768572190e+00,-1.885974662198429463e+00,-1.814793161512369135e+00
4.489191082533262523e-08,-7.128173166439504712e+03,-7.125168788626132482e+03,-7.124749270578528012e+03,-5.418033402082398808e+00,-2.116289982410126669e+00,-1.886256623704649638e+00,-1.815242621476915730e+00
4.493373673793186021e-08,-7.128173347317938351e+03,-7.125168944093376012e+03,-7.124749487561693059e+03,-5.418398589663126153e+00,-2.116302957454321287e+00,-1.886537422221843174e+00,-1.815690405222151860e+00
4.497556265053108858e-08,-7.128173527534079767e+03,-7.125169099058855863e+03,-7.124749703652591052e+03,-5.418762430848637734e+00,-2.116315991338965752e+00,-1.886817063491948332e+00,-1.816136520553512934e+00
4.501738856313031695e-08,-7.128173707090951211e+03,-7.125169253524440137e+03,-7.124749918855890428e+03,-5.419124931815069601e+00,-2.116329083502658026e+00,-1.887095553241669776e+00,-1.816580975229080019e+00
4.505921447572954532e-08,-7.128173885991529460e+03,-7.125169407491986021e+03,-7.124750133176222334e+03,-5.419486098710097011e+00,-2.116342233386089955e+00,-1.887372897148687390e+00,-1.817023776963697212e+00
4.510104038832877368e-08,-7.128174064238798564e+03,-7.125169560963361619e+03,-7.124750346618190633e+03,-5.419845937636507571e+00,-2.116355440435054192e+00,-1.887649100869697172e+00,-1.817464933430301688e+00
4.514286630092800867e-08,-7.128174241835721659e+03,-7.125169713940402289e+03,-7.124750559186368264e+03,-5.420204454678163586e+00,-2.116368704097346676e+00,-1.887924170024712911e+00,-1.817904452260511450e+00
4.518469221352723704e-08,-7.128174418785238231e+03,-7.125169866424959764e+03,-7.124750770885303609e+03,-5.420561655868084472e+00,-2.116382023824739278e+00,-1.888198110201362967e+00,-1.818342341039297594e+00
4.522651812612646541e-08,-7.128174595090285038e+03,-7.125170018418862128e+03,-7.124750981719508673e+03,-5.420917547218433441e+00,-2.116395399070805983e+00,-1.888470926955920337e+00,-1.818778607315152396e+00
4.526834403872569377e-08,-7.128174770753767007e+03,-7.125170169923942012e+03,-7.124751191693482724e+03,-5.421272134709522739e+00,-2.116408829292749427e+00,-1.888742625820244214e+00,-1.819213258587287108e+00
4.531016995132492214e-08,-7.128174945778589972e+03,-7.125170320942022954e+03,-7.124751400811680469e+03,-5.421625424279435279e+00,-2.116422313950697909e+00,-1.889013212279603948e+00,-1.819646302324459564e+00
4.535199586392415713e-08,-7.128175120167627028e+03,-7.125170471474904843e+03,-7.124751609078538422e+03,-5.421977421844116130e+00,-2.116435852508818716e+00,-1.889282691809099690e+00,-1.820077745941434566e+00
4.539382177652338550e-08,-7.128175293923749450e+03,-7.125170621524403032e+03,-7.124751816498457629e+03,-5.422328133283576435e+00,-2.116449444431246718e+00,-1.889551069838946162e+00,-1.820507596820499119e+00
4.543564768912261387e-08,-7.128175467049812141e+03,-7.125170771092307405e+03,-7.124752023075817306e+03,-5.422677564440995468e+00,-2.116463089188302948e+00,-1.889818351771560989e+00,-1.820935862300944397e+00
4.547747360172184223e-08,-7.128175639548643630e+03,-7.125170920180423309e+03,-7.124752228814973023e+03,-5.423025721134520971e+00,-2.116476786251169973e+00,-1.890084542975605464e+00,-1.821362549682409515e+00
4.551929951432107060e-08,-7.128175811423069717e+03,-7.125171068790532445e+03,-7.124752433720248519e+03,-5.423372609153380708e+00,-2.116490535095119085e+00,-1.890349648800530247e+00,-1.821787666220617163e+00
4.556112542692030559e-08,-7.128175982675895284e+03,-7.125171216924390137e+03,-7.124752637795921146e+03,-5.423718234243263936e+00,-2.116504335199211440e+00,-1.890613674558362156e+00,-1.822211219134228788e+00
4.560295133951953396e-08,-7.128176153309909751e+03,-7.125171364583786271e+03,-7.124752841046285539e+03,-5.424062602128005395e+00,-2.116518186043081950e+00,-1.890876625529903654e+00,-1.822633215602946333e+00
4.564477725211876232e-08,-7.128176323327886166e+03,-7.125171511770487996e+03,-7.124753043475576305e+03,-5.424405718501707163e+00,-2.116532087109652238e+00,-1.891138506967843913e+00,-1.823053662765130367e+00
4.568660316471799069e-08,-7.128176492732593033e+03,-7.125171658486238812e+03,-7.124753245088008043e+03,-5.424747589016514659e+00,-2.116546037887996334e+00,-1.891399324098199886e+00,-1.823472567721590831e+00
4.572842907731721906e-08,-7.128176661526774296e+03,-7.125171804732787677e+03,-7.124753445887772614e+03,-5.425088219312423021e+00,-2.116560037865143684e+00,-1.891659082117610247e+00,-1.823889937531966599e+00
4.577025498991644743e-08,-7.128176829713152983e+03,-7.125171950511885370e+03,-7.124753645879034593e+03,-5.425427614985241398e+00,-2.116574086535409016e+00,-1.891917786189496020e+00,-1.824305779218967194e+00
4.581208090251568241e-08,-7.128176997294455759e+03,-7.125172095825255383e+03,-7.124753845065926726e+03,-5.425765781599758419e+00,-2.116588183391768574e+00,-1.892175441454794882e+00,-1.824720099766863779e+00
4.585390681511491078e-08,-7.128177164273379276e+03,-7.125172240674639397e+03,-7.124754043452575388e+03,-5.426102724697907220e+00,-2.116602327934613115e+00,-1.892432053018161975e+00,-1.825132906119129927e+00
4.589573272771413915e-08,-7.128177330652615638e+03,-7.125172385061745445e+03,-7.124754241043059665e+03,-5.426438449789323215e+00,-2.116616519664185070e+00,-1.892687625961971154e+00,-1.825544205185480440e+00
4.593755864031336752e-08,-7.128177496434840577e+03,-7.125172528988299746e+03,-7.124754437841448635e+03,-5.426772962358358043e+00,-2.116630758083897668e+00,-1.892942165340152805e+00,-1.825954003834435291e+00
4.597938455291259589e-08,-7.128177661622704363e+03,-7.125172672456003966e+03,-7.124754633851774997e+03,-5.427106267847348064e+00,-2.116645042701485124e+00,-1.893195676172124031e+00,-1.826362308896677167e+00
4.602121046551183087e-08,-7.128177826218862720e+03,-7.125172815466552493e+03,-7.124754829078044168e+03,-5.427438371682576701e+00,-2.116659373024369017e+00,-1.893448163458291589e+00,-1.826769127170504881e+00
4.606303637811105924e-08,-7.128177990225943176e+03,-7.125172958021654267e+03,-7.124755023524259741e+03,-5.427769279250474810e+00,-2.116673748566443081e+00,-1.893699632168259317e+00,-1.827174465412621629e+00
4.610486229071028761e-08,-7.128178153646565988e+03,-7.125173100122982760e+03,-7.124755217194377110e+03,-5.428098995924587555e+00,-2.116688168841872386e+00,-1.893950087236252244e+00,-1.827578330341729895e+00
4.614668820330951598e-08,-7.128178316483328672e+03,-7.125173241772225992e+03,-7.124755410092334387e+03,-5.428427527029918487e+00,-2.116702633370026287e+00,-1.894199533580839034e+00,-1.827980728645593356e+00
4.618851411590874435e-08,-7.128178478738823287e+03,-7.125173382971057435e+03,-7.124755602222049674e+03,-5.428754877873632090e+00,-2.116717141670189761e+00,-1.894447976088525998e+00,-1.828381666970676278e+00
4.623034002850797271e-08,-7.128178640415634618e+03,-7.125173523721135098e+03,-7.124755793587409244e+03,-5.429081053736810603e+00,-2.116731693265152980e+00,-1.894695419613183329e+00,-1.828781151928388304e+00
4.627216594110720770e-08,-7.128178801516311978e+03,-7.125173664024133359e+03,-7.124755984192288452e+03,-5.429406059862170508e+00,-2.116746287683202610e+00,-1.894941868991925071e+00,-1.829179190098047858e+00
4.631399185370643607e-08,-7.128178962043416504e+03,-7.125173803881696585e+03,-7.124756174040518999e+03,-5.429729901479316112e+00,-2.116760924451020820e+00,-1.895187329029016876e+00,-1.829575788016785776e+00
4.635581776630566444e-08,-7.128179121999473864e+03,-7.125173943295475510e+03,-7.124756363135931679e+03,-5.430052583778639530e+00,-2.116775603101180625e+00,-1.895431804504185358e+00,-1.829970952191759093e+00
4.639764367890489280e-08,-7.128179281387016090e+03,-7.125174082267113590e+03,-7.124756551482319082e+03,-5.430374111922172453e+00,-2.116790323167863974e+00,-1.895675300169104460e+00,-1.830364689092054631e+00
4.643946959150412117e-08,-7.128179440208547931e+03,-7.125174220798238821e+03,-7.124756739083454704e+03,-5.430694491057099782e+00,-2.116805084188590147e+00,-1.895917820750042448e+00,-1.830757005152618300e+00
4.648129550410335616e-08,-7.128179598466564130e+03,-7.125174358890473741e+03,-7.124756925943083843e+03,-5.431013726287620358e+00,-2.116819885702786230e+00,-1.896159370948371281e+00,-1.831147906774633238e+00
4.652312141670258453e-08,-7.128179756163547609e+03,-7.125174496545457259e+03,-7.124757112064944522e+03,-5.431331822699716483e+00,-2.116834727252127291e+00,-1.896399955435235540e+00,-1.831537400322351683e+00
4.656494732930181290e-08,-7.128179913301973102e+03,-7.125174633764791906e+03,-7.124757297452732928e+03,-5.431648785346830266e+00,-2.116849608383430059e+00,-1.896639578865919828e+00,-1.831925492126976529e+00
4.660677324190104126e-08,-7.128180069884290788e+03,-7.125174770550082940e+03,-7.124757482110137062e+03,-5.431964619266940630e+00,-2.116864528643159993e+00,-1.896878245856839174e+00,-1.832312188487057458e+00
4.664859915450026963e-08,-7.128180225912949027e+03,-7.125174906902942894e+03,-7.124757666040814001e+03,-5.432279329460413919e+00,-2.116879487582307373e+00,-1.897115961004331774e+00,-1.832697495667973353e+00
4.669042506709950462e-08,-7.128180381390380717e+03,-7.125175042824961565e+03,-7.124757849248402636e+03,-5.432592920897665323e+00,-2.116894484753891525e+00,-1.897352728888451079e+00,-1.833081419895195685e+00
4.673225097969873299e-08,-7.128180536318997838e+03,-7.125175178317725113e+03,-7.124758031736515477e+03,-5.432905398541699071e+00,-2.116909519713372489e+00,-1.897588554053218690e+00,-1.833463967366806058e+00
4.677407689229796135e-08,-7.128180690701214189e+03,-7.125175313382819695e+03,-7.124758213508753215e+03,-5.433216767305935946e+00,-2.116924592019361562e+00,-1.897823441017814972e+00,-1.833845144246078807e+00
4.681590280489718972e-08,-7.128180844539417194e+03,-7.125175448021819648e+03,-7.124758394568686526e+03,-5.433527032095080145e+00,-2.116939701232403603e+00,-1.898057394284107691e+00,-1.834224956662280359e+00
4.685772871749641809e-08,-7.128180997835985181e+03,-7.125175582236305672e+03,-7.124758574919863349e+03,-5.433836197776894750e+00,-2.116954846916935029e+00,-1.898290418318244743e+00,-1.834603410712856153e+00
4.689955463009565308e-08,-7.128181150593296479e+03,-7.125175716027822091e+03,-7.124758754565808886e+03,-5.434144269205109623e+00,-2.116970028638242241e+00,-1.898522517580586877e+00,-1.834980512462474511e+00
4.694138054269488144e-08,-7.128181302813703951e+03,-7.125175849397938691e+03,-7.124758933510041061e+03,-5.434451251197617516e+00,-2.116985245966280349e+00,-1.898753696480715014e+00,-1.835356267942777952e+00
4.698320645529410981e-08,-7.128181454499544998e+03,-7.125175982348206162e+03,-7.124759111756034144e+03,-5.434757148549387296e+00,-2.117000498472170200e+00,-1.898983959427192225e+00,-1.835730683152732468e+00
4.702503236789333818e-08,-7.128181605653158840e+03,-7.125176114880165187e+03,-7.124759289307265135e+03,-5.435061966035492631e+00,-2.117015785727328847e+00,-1.899213310795921039e+00,-1.836103764061590038e+00
4.706685828049256655e-08,-7.128181756276858323e+03,-7.125176246995364636e+03,-7.124759466167177379e+03,-5.435365708396304285e+00,-2.117031107311645233e+00,-1.899441754934431792e+00,-1.836475516603718550e+00
4.710868419309179492e-08,-7.128181906372960839e+03,-7.125176378695331550e+03,-7.124759642339189668e+03,-5.435668380360663576e+00,-2.117046462802453455e+00,-1.899669296172240340e+00,-1.836845946685142561e+00
4.715051010569102990e-08,-7.128182055943751948e+03,-7.125176509981587515e+03,-7.124759817826711696e+03,-5.435969986612902538e+00,-2.117061851781296244e+00,-1.899895938814561980e+00,-1.837215060176442982e+00
4.719233601829025827e-08,-7.128182204991519939e+03,-7.125176640855655933e+03,-7.124759992633123147e+03,-5.436270531841180365e+00,-2.117077273832101536e+00,-1.900121687144649130e+00,-1.837582862922579885e+00
4.723416193088948664e-08,-7.128182353518534910e+03,-7.125176771319057480e+03,-7.124760166761790970e+03,-5.436570020674801995e+00,-2.117092728542949942e+00,-1.900346545417507027e+00,-1.837949360731397919e+00
4.727598784348871501e-08,-7.128182501527060595e+03,-7.125176901373299188e+03,-7.124760340216054828e+03,-5.436868457750827943e+00,-2.117108215500343782e+00,-1.900570517862421482e+00,-1.838314559382487001e+00
4.731781375608794338e-08,-7.128182649019344353e+03,-7.125177031019872629e+03,-7.124760512999232560e+03,-5.437165847662916107e+00,-2.117123734298386850e+00,-1.900793608700648507e+00,-1.838678464626705367e+00
4.735963966868717836e-08,-7.128182795997616267e+03,-7.125177160260288474e+03,-7.124760685114634725e+03,-5.437462194978206043e+00,-2.117139284528650744e+00,-1.901015822110852405e+00,-1.839041082179310393e+00
4.740146558128640673e-08,-7.128182942464110965e+03,-7.125177289096027380e+03,-7.124760856565548238e+03,-5.437757504260209984e+00,-2.117154865791307294e+00,-1.901237162269699743e+00,-1.839402417730811257e+00
4.744329149388563510e-08,-7.128183088421037610e+03,-7.125177417528579099e+03,-7.124761027355226361e+03,-5.438051780029405258e+00,-2.117170477681362684e+00,-1.901457633311961493e+00,-1.839762476940604907e+00
4.748511740648486347e-08,-7.128183233870600816e+03,-7.125177545559424289e+03,-7.124761197486925084e+03,-5.438345026792653414e+00,-2.117186119802803912e+00,-1.901677239359877092e+00,-1.840121265436023501e+00
4.752694331908409183e-08,-7.128183378814990647e+03,-7.125177673190033602e+03,-7.124761366963864020e+03,-5.438637249022594489e+00,-2.117201791758124063e+00,-1.901895984513832127e+00,-1.840478788813824984e+00
4.756876923168332020e-08,-7.128183523256379885e+03,-7.125177800421860411e+03,-7.124761535789240952e+03,-5.438928451189831037e+00,-2.117217493153826791e+00,-1.902113872845794695e+00,-1.840835052642976422e+00
4.761059514428255519e-08,-7.128183667196949500e+03,-7.125177927256396288e+03,-7.124761703966263667e+03,-5.439218637709916315e+00,-2.117233223600219372e+00,-1.902330908411586030e+00,-1.841190062465528632e+00
4.765242105688178356e-08,-7.128183810638847717e+03,-7.125178053695070957e+03,-7.124761871498084474e+03,-5.439507813007940840e+00,-2.117248982706775529e+00,-1.902547095244059516e+00,-1.841543823790996903e+00
4.769424696948101193e-08,-7.128183953584227311e+03,-7.125178179739332336e+03,-7.124762038387847497e+03,-5.439795981471219122e+00,-2.117264770087660786e+00,-1.902762437351611879e+00,-1.841896342099413220e+00
4.773607288208024029e-08,-7.128184096035214679e+03,-7.125178305390639252e+03,-7.124762204638699586e+03,-5.440083147455643697e+00,-2.117280585358701117e+00,-1.902976938726268052e+00,-1.842247622844591648e+00
4.777789879467946866e-08,-7.128184237993944407e+03,-7.125178430650421433e+03,-7.124762370253743939e+03,-5.440369315306050169e+00,-2.117296428138149889e+00,-1.903190603329555808e+00,-1.842597671449188956e+00
4.781972470727870365e-08,-7.128184379462525612e+03,-7.125178555520113150e+03,-7.124762535236072836e+03,-5.440654489348086820e+00,-2.117312298045895602e+00,-1.903403435110323061e+00,-1.842946493308876832e+00
