x,y,y_err_top,y_err_bot
-550,4.524441364629429,1.8832576708789943,1.8832576708789943
-520,3.6521034050680115,1.163527231348087,1.163527231348087
-488,2.5311423005087192,0.5793528073468391,0.5793528073468391
-462,2.9091987421589294,0.8885306766554981,0.8885306766554981
-440,3.2108768099717246,1.0308307630575224,1.0308307630575224
-405,3.8404356574952176,1.2376121234463502,1.2376121234463502
-375,2.917376788093978,0.8792612365028938,0.8792612365028938
-345,2.7073494490562253,0.9615851888950543,0.9615851888950543
-320,3.235369590030725,0.46295958622508665,0.46295958622508665
-295,3.848010143209355,0.8344351683985247,0.8344351683985247
-240,2.09089893927397,0.6859540596151836,0.6859540596151836
-220,0.8477265315742923,0.25152976916679964,0.25152976916679964
-200,0.6942956842207745,0.12174079298757126,0.12174079298757126
-180,0.9586296185258959,0.31366739542991195,0.31366739542991195
-155,1.058619294537693,0.223356307821411,0.223356307821411
-140,0.5113888446552463,0.19083393435016402,0.19083393435016402
-120,0.3612686435764013,0.1294569444910547,0.1294569444910547
-103,0.19266737617586627,0.03200115038270652,0.03200115038270652
-78,0.29350914982369836,0.09263679289631908,0.09263679289631908
-54,0.26216976778596757,0.039962282377370366,0.039962282377370366
-30,0.5811801594180271,0.20179341543830107,0.20179341543830107
50,0.9177400061900316,0.18580227960078097,0.18580227960078097
80,0.8572248749768759,0.177554003403968,0.177554003403968
105,1.0852802907014218,0.23823222410670652,0.23823222410670652
130,0.597017654907857,0.19730325589364736,0.19730325589364736
148,0.4708631696302802,0.05251269806624615,0.05251269806624615
170,0.5302617320210828,0.1018469351843303,0.1018469351843303
190,0.6292921453052878,0.0989015128677227,0.0989015128677227
215,0.8011923983805762,0.2497458687337666,0.2497458687337666
240,1.0301862723512967,0.14806319237334928,0.14806319237334928
265,0.8436835739842702,0.24084315994776823,0.24084315994776823
285,0.8326580391862209,0.22883627879861104,0.22883627879861104
305,0.9537438569291192,0.28695872048434956,0.28695872048434956
325,1.2832965505513747,0.25375951959497334,0.25375951959497334
350,1.7304034271439408,0.6921204527111877,0.6921204527111877
