R_values,HFavg
2.570181294337657944e-08,1.561039871225738118e-01
2.590839864123573518e-08,1.516314647494748369e-01
2.611498433909489754e-08,1.473459406837357710e-01
2.632157003695405328e-08,1.432385117684541465e-01
2.652815573481321564e-08,1.393007393296033236e-01
2.673474143267237139e-08,1.355246215851470815e-01
2.694132713053153375e-08,1.319025680629851704e-01
2.714791282839068949e-08,1.284273758566177870e-01
2.735449852624985185e-08,1.250922075622830365e-01
2.756108422410900759e-08,1.218905707545512862e-01
2.776766992196816995e-08,1.188162988692312294e-01
2.797425561982732570e-08,1.158635333739069795e-01
2.818084131768648806e-08,1.130267071167969234e-01
2.838742701554564380e-08,1.103005287541300589e-01
2.859401271340480616e-08,1.076799681652736429e-01
2.880059841126396190e-08,1.051602427730056327e-01
2.900718410912312426e-08,1.027368046942077062e-01
2.921376980698228000e-08,1.004053286532488459e-01
2.942035550484144237e-08,9.816170059695700223e-02
2.962694120270059811e-08,9.600200695611342538e-02
2.983352690055976047e-08,9.392252450412179321e-02
3.004011259841891621e-08,9.191971076840420307e-02
3.024669829627807857e-08,8.999019495467695806e-02
3.045328399413723431e-08,8.813076934860979150e-02
3.065986969199639667e-08,8.633838116277098296e-02
3.086645538985555242e-08,8.461012480040761008e-02
3.107304108771471478e-08,8.294323451020403637e-02
3.127962678557387052e-08,8.133507740891068871e-02
3.148621248343303288e-08,7.978314685091653091e-02
3.169279818129218862e-08,7.817211569074056232e-02
3.189938387915135098e-08,7.661489050258048217e-02
3.210596957701050673e-08,7.510925159820719399e-02
3.231255527486966909e-08,7.365308368626463653e-02
3.251914097272882483e-08,7.218969413205918173e-02
3.272572667058798719e-08,7.077316679890525986e-02
3.293231236844714293e-08,6.940162438635182063e-02
3.313889806630630529e-08,6.807327657069092708e-02
3.334548376416546104e-08,6.678641566938056662e-02
3.355206946202462340e-08,6.553941252157630126e-02
3.375865515988378576e-08,6.433071257484433703e-02
3.396524085774294150e-08,6.315883216840173509e-02
3.417182655560210386e-08,6.202235500368537963e-02
3.437841225346125960e-08,6.091992879374533154e-02
3.458499795132042196e-08,5.985026208260081637e-02
3.479158364917957770e-08,5.881212122692238559e-02
3.499816934703874007e-08,5.780432753198810891e-02
3.520475504489789581e-08,5.682575453454553893e-02
3.541134074275705817e-08,5.587532542540722680e-02
3.561792644061621391e-08,5.495201060494225159e-02
3.582451213847537627e-08,5.405482536488909195e-02
3.603109783633453201e-08,5.318282769004117200e-02
3.623768353419369437e-08,5.233511617380275788e-02
3.644426923205285012e-08,5.151082804190530023e-02
3.665085492991201248e-08,5.070913727880089344e-02
3.685744062777116822e-08,4.992925285107454453e-02
3.706402632563033058e-08,4.917041702324707886e-02
3.727061202348948632e-08,4.843190376096805083e-02
3.747719772134864868e-08,4.764875636520838481e-02
3.768378341920780443e-08,4.688542441878040118e-02
3.789036911706696679e-08,4.607097256365536020e-02
3.809695481492612253e-08,4.527638525197020397e-02
3.830354051278528489e-08,4.450103263337885223e-02
3.851012621064444063e-08,4.374430934039790636e-02
3.871671190850360299e-08,4.300563337664412011e-02
3.892329760636275874e-08,4.228444506147517601e-02
3.912988330422192110e-08,4.158020602829817086e-02
3.933646900208107684e-08,4.089239827330689442e-02
3.954305469994023920e-08,4.022052325208177320e-02
3.974964039779939494e-08,3.956410102129464396e-02
3.995622609565855730e-08,3.892266942325107310e-02
4.016281179351771966e-08,3.829578331071118585e-02
4.036939749137687540e-08,3.768301381012591905e-02
4.057598318923603777e-08,3.708394762086283242e-02
4.078256888709519351e-08,3.649818634879078982e-02
4.098915458495435587e-08,3.592534587211890229e-02
4.119574028281351161e-08,3.536505573814455183e-02
4.140232598067267397e-08,3.481695858873367494e-02
4.160891167853182971e-08,3.428070961347118306e-02
4.181549737639099207e-08,3.375597602885169884e-02
4.202208307425014782e-08,3.324243658209929259e-02
4.222866877210931018e-08,3.273978107832118539e-02
4.243525446996846592e-08,3.224770992995756175e-02
4.264184016782762828e-08,3.176593372703320067e-02
4.284842586568678402e-08,3.129417282757020191e-02
4.305501156354594638e-08,3.083215696671382997e-02
4.326159726140510213e-08,3.037962488379282108e-02
4.346818295926426449e-08,2.993632396655878519e-02
4.367476865712342023e-08,2.950200991132851877e-02
4.388135435498258259e-08,2.907644639859729985e-02
4.408794005284173833e-08,2.865940478323763044e-02
4.429452575070090069e-08,2.825066379839611883e-02
4.450111144856005644e-08,2.785000927260086745e-02
4.470769714641921880e-08,2.745723385939897662e-02
4.491428284427837454e-08,2.707213677876165250e-02
4.512086854213753690e-08,2.669452356981983840e-02
4.532745423999669264e-08,2.632420585433060956e-02
4.553403993785585500e-08,2.596100111038578129e-02
4.574062563571501074e-08,2.560473245574401702e-02
4.594721133357417310e-08,2.525522844044577817e-02
4.615379703143332885e-08,2.491232284831616101e-02
4.636038272929249121e-08,2.457585450673731645e-02
4.656696842715165357e-08,2.424566710439952227e-02
4.677355412501080931e-08,2.392160901675501050e-02
4.698013982286997167e-08,2.360353313868539943e-02
4.718672552072912741e-08,2.329129672395773704e-02
4.739331121858828977e-08,2.298476123147877651e-02
4.759989691644744552e-08,2.268379217764858111e-02
4.780648261430660788e-08,2.238825899480043763e-02
4.801306831216576362e-08,2.209803489535496629e-02
4.821965401002492598e-08,2.181299674135684166e-02
4.842623970788408172e-08,2.153302491933370422e-02
4.863282540574324408e-08,2.125800322005555812e-02
4.883941110360239983e-08,2.098781872301885496e-02
4.904599680146156219e-08,2.072236168558851468e-02
4.925258249932071793e-08,2.046152543631689358e-02
4.945916819717988029e-08,2.020520627255623786e-02
4.966575389503903603e-08,1.995330336193277404e-02
4.987233959289819839e-08,1.970571864762927713e-02
5.007892529075735414e-08,1.946235675734762569e-02
5.028551098861651650e-08,1.922312491565174308e-02
5.049209668647567224e-08,1.898793285970323472e-02
5.069868238433483460e-08,1.875669275811257114e-02
5.090526808219399034e-08,1.852931913284414089e-02
5.111185378005315270e-08,1.830572878413106591e-02
5.131843947791230844e-08,1.808584071796455126e-02
5.152502517577147080e-08,1.786957607646164070e-02
5.173161087363062655e-08,1.765685807065724144e-02
5.193819657148978891e-08,1.744761191583131879e-02
5.214478226934894465e-08,1.724176476914046283e-02
5.235136796720810701e-08,1.703924566946895050e-02
5.255795366506726275e-08,1.683998547958624747e-02
5.276453936292642511e-08,1.664391683014266113e-02
5.297112506078558086e-08,1.645097406588421490e-02
5.317771075864474322e-08,1.626109319363051864e-02
5.338429645650390558e-08,1.607421183214952434e-02
5.359088215436306132e-08,1.589026916372960133e-02
5.379746785222222368e-08,1.570920588753391828e-02
5.400405355008137942e-08,1.553096417445245896e-02
