R_values,C3
2.765765765765765707e-08,-5.512996789962929522e-01
2.775675675675675474e-08,-5.454158707550811336e-01
2.785585585585585571e-08,-5.396154930108505443e-01
2.795495495495495337e-08,-5.338970722184619433e-01
2.805405405405405103e-08,-5.282591659535933459e-01
2.815315315315315200e-08,-5.227003621486276952e-01
2.825225225225224966e-08,-5.172192783499042212e-01
2.835135135135135063e-08,-5.118145609956666897e-01
2.845045045045044829e-08,-5.064848847140640542e-01
2.854954954954954926e-08,-5.012289516405740164e-01
2.864864864864864692e-08,-4.960454907542535818e-01
2.874774774774774458e-08,-4.909332572322273602e-01
2.884684684684684555e-08,-4.858910318218583324e-01
2.894594594594594322e-08,-4.809176202300535774e-01
2.904504504504504419e-08,-4.760118525291817115e-01
2.914414414414414185e-08,-4.711725825790980537e-01
2.924324324324324282e-08,-4.663986874647820802e-01
2.934234234234234048e-08,-4.616890669491212074e-01
2.944144144144143814e-08,-4.570426429403784963e-01
2.954054054054053911e-08,-4.524583589739037959e-01
2.963963963963963677e-08,-4.479351797076635000e-01
2.973873873873873774e-08,-4.434720904311708067e-01
2.983783783783783871e-08,-4.390680965874234620e-01
2.993693693693693637e-08,-4.347222233074576891e-01
3.003603603603603404e-08,-4.304335149571470454e-01
3.013513513513513170e-08,-4.262010346958853835e-01
3.023423423423423598e-08,-4.220238640468034208e-01
3.033333333333333364e-08,-4.179011024781824069e-01
3.043243243243243130e-08,-4.138318669957342655e-01
3.053153153153152896e-08,-4.098152917454374045e-01
3.063063063063063324e-08,-4.058505276266163864e-01
3.072972972972973090e-08,-4.019367419149739162e-01
3.082882882882882856e-08,-3.980731178952821026e-01
3.092792792792792622e-08,-3.942588545034624303e-01
3.102702702702703050e-08,-3.904931659777800546e-01
3.112612612612612816e-08,-3.867752815188953974e-01
3.122522522522522582e-08,-3.831044449585166434e-01
3.132432432432432349e-08,-3.794799144364151555e-01
3.142342342342342777e-08,-3.759009620855615630e-01
3.152252252252252543e-08,-3.723668737251574212e-01
3.162162162162162309e-08,-3.688769485613365151e-01
3.172072072072072075e-08,-3.654304988953255839e-01
3.181981981981981841e-08,-3.620268498388517497e-01
3.191891891891892269e-08,-3.586653390365973637e-01
3.201801801801802035e-08,-3.553453163955067051e-01
3.211711711711711801e-08,-3.520661438207515204e-01
3.221621621621621567e-08,-3.488271949581759901e-01
3.231531531531531995e-08,-3.456278549430405467e-01
3.241441441441441761e-08,-3.424675201548920689e-01
3.251351351351351528e-08,-3.393455979783925325e-01
3.261261261261261294e-08,-3.362615065699440797e-01
3.271171171171171060e-08,-3.332146746299537998e-01
3.281081081081081488e-08,-3.302045411805833997e-01
3.290990990990991254e-08,-3.272305553488380481e-01
3.300900900900901020e-08,-3.242921761548472337e-01
3.310810810810810786e-08,-3.213888723052024110e-01
3.320720720720720552e-08,-3.185201219912119353e-01
3.330630630630630980e-08,-3.156854126919448889e-01
3.340540540540540746e-08,-3.128842409819355685e-01
3.350450450450450513e-08,-3.101161123434230671e-01
3.360360360360360279e-08,-3.073805409830088209e-01
3.370270270270270707e-08,-3.046770496526142735e-01
3.380180180180180473e-08,-3.020051694746252458e-01
3.390090090090090239e-08,-2.993644397711127669e-01
3.400000000000000005e-08,-2.967544078970252297e-01
3.409909909909909771e-08,-2.941746290772474515e-01
3.419819819819820199e-08,-2.916246662474256124e-01
3.429729729729729965e-08,-2.891040898984619245e-01
3.439639639639639731e-08,-2.866124779245813881e-01
3.449549549549549497e-08,-2.841494154748821499e-01
3.459459459459459264e-08,-2.817144948082772049e-01
3.469369369369369691e-08,-2.793073151517410646e-01
3.479279279279279458e-08,-2.769274825617785707e-01
3.489189189189189224e-08,-2.745746097890303106e-01
3.499099099099098990e-08,-2.722483161459388623e-01
3.509009009009009418e-08,-2.699482273773951557e-01
3.518918918918919184e-08,-2.676739755342922300e-01
3.528828828828828950e-08,-2.654251988499098380e-01
3.538738738738738716e-08,-2.632015416190622292e-01
3.548648648648648482e-08,-2.610026540799382233e-01
3.558558558558558910e-08,-2.588281922985651295e-01
3.568468468468468676e-08,-2.566778180558342282e-01
3.578378378378378443e-08,-2.545511987370200901e-01
3.588288288288288209e-08,-2.524480072237361705e-01
3.598198198198198637e-08,-2.503679217882626151e-01
3.608108108108108403e-08,-2.483106259901916024e-01
3.618018018018018169e-08,-2.462758085753285475e-01
3.627927927927927935e-08,-2.442631633767990695e-01
3.637837837837837701e-08,-2.422723892183036853e-01
3.647747747747748129e-08,-2.403031898194699922e-01
3.657657657657657895e-08,-2.383552737032511026e-01
3.667567567567567661e-08,-2.364283541053190940e-01
3.677477477477477427e-08,-2.345221488854080938e-01
3.687387387387387194e-08,-2.326363804405572611e-01
3.697297297297297621e-08,-2.307707756202094229e-01
3.707207207207207388e-08,-2.289250656431208453e-01
3.717117117117117154e-08,-2.270989860160375351e-01
3.727027027027026920e-08,-2.252922764540976619e-01
3.736936936936937348e-08,-2.235046808029176602e-01
3.746846846846847114e-08,-2.217359469623231272e-01
3.756756756756756880e-08,-2.199858268116839932e-01
3.766666666666666646e-08,-2.182540761368180759e-01
3.776576576576576412e-08,-2.165404545584244667e-01
3.786486486486486840e-08,-2.148447254620115265e-01
3.796396396396396606e-08,-2.131666559292848817e-01
3.806306306306306373e-08,-2.115060166709596956e-01
3.816216216216216139e-08,-2.098625819609659660e-01
3.826126126126126567e-08,-2.082361295720133454e-01
3.836036036036036333e-08,-2.066264407124844271e-01
3.845945945945946099e-08,-2.050332999646246601e-01
3.855855855855855865e-08,-2.034564952240010272e-01
3.865765765765765631e-08,-2.018958176401983717e-01
3.875675675675676059e-08,-2.003510615587259514e-01
3.885585585585585825e-08,-1.988220244641062950e-01
3.895495495495495591e-08,-1.973085069241192202e-01
3.905405405405405357e-08,-1.958103125351746965e-01
3.915315315315315124e-08,-1.943272478687895766e-01
3.925225225225225551e-08,-1.928591224191418541e-01
3.935135135135135318e-08,-1.914057485516797719e-01
3.945045045045045084e-08,-1.899669414527598854e-01
3.954954954954954850e-08,-1.885425190802932915e-01
3.964864864864865278e-08,-1.871323021153755428e-01
3.974774774774775044e-08,-1.857361139148794027e-01
3.984684684684684810e-08,-1.843537804649876544e-01
3.994594594594594576e-08,-1.829851303356469228e-01
4.004504504504504342e-08,-1.816299946359201112e-01
4.014414414414414770e-08,-1.802882069702186341e-01
4.024324324324324536e-08,-1.789596033953953780e-01
4.034234234234234303e-08,-1.776440223786772687e-01
4.044144144144144069e-08,-1.763413047564222069e-01
4.054054054054054497e-08,-1.750512936936793329e-01
4.063963963963964263e-08,-1.737738346445372450e-01
4.073873873873874029e-08,-1.725087753132406587e-01
4.083783783783783795e-08,-1.712559656160614063e-01
4.093693693693693561e-08,-1.700152576439055152e-01
4.103603603603603989e-08,-1.687865056256406260e-01
4.113513513513513755e-08,-1.675695658921292075e-01
4.123423423423423521e-08,-1.663642968409509426e-01
4.133333333333333287e-08,-1.651705589018004627e-01
4.143243243243243054e-08,-1.639882145025457205e-01
4.153153153153153481e-08,-1.628171280359322903e-01
4.163063063063063248e-08,-1.616571658269209399e-01
4.172972972972973014e-08,-1.605081961006434021e-01
4.182882882882882780e-08,-1.593700889509644392e-01
4.192792792792793208e-08,-1.582427163096372102e-01
4.202702702702702974e-08,-1.571259519160389251e-01
4.212612612612612740e-08,-1.560196712874743208e-01
4.222522522522522506e-08,-1.549237516900359157e-01
4.232432432432432272e-08,-1.538380721100087167e-01
4.242342342342342700e-08,-1.527625132258077223e-01
4.252252252252252466e-08,-1.516969573804380356e-01
4.262162162162162233e-08,-1.506412885544650970e-01
4.272072072072071999e-08,-1.495953923394864327e-01
4.281981981981981765e-08,-1.485591559120925664e-01
4.291891891891892193e-08,-1.475324680083083262e-01
4.301801801801801959e-08,-1.465152188985040516e-01
4.311711711711711725e-08,-1.455073003627664618e-01
4.321621621621621491e-08,-1.445086056667211905e-01
4.331531531531531919e-08,-1.435190295377961334e-01
4.341441441441441685e-08,-1.425384681419178123e-01
4.351351351351351451e-08,-1.415668190606307053e-01
4.361261261261261217e-08,-1.406039812686321056e-01
4.371171171171170984e-08,-1.396498551117132392e-01
4.381081081081081412e-08,-1.387043422850986751e-01
4.390990990990991178e-08,-1.377673458121762839e-01
4.400900900900900944e-08,-1.368387700236086968e-01
4.410810810810810710e-08,-1.359185205368202143e-01
4.420720720720721138e-08,-1.350065042358501999e-01
4.430630630630630904e-08,-1.341026292515667406e-01
4.440540540540540670e-08,-1.332068049422318323e-01
4.450450450450450436e-08,-1.323189418744129819e-01
4.460360360360360202e-08,-1.314389518042328453e-01
4.470270270270270630e-08,-1.305667476589505993e-01
4.480180180180180396e-08,-1.297022435188689982e-01
4.490090090090090163e-08,-1.288453545995593419e-01
4.499999999999999929e-08,-1.279959972343998054e-01
4.509909909909909695e-08,-1.271540888574194672e-01
4.519819819819820123e-08,-1.263195479864428761e-01
4.529729729729729889e-08,-1.254922942065289093e-01
4.539639639639639655e-08,-1.246722481536980398e-01
4.549549549549549421e-08,-1.238593314989428346e-01
4.559459459459459849e-08,-1.230534669325156621e-01
4.569369369369369615e-08,-1.222545781484886684e-01
4.579279279279279381e-08,-1.214625898295800810e-01
4.589189189189189147e-08,-1.206774276322423733e-01
4.599099099099098914e-08,-1.198990181720070158e-01
4.609009009009009342e-08,-1.191272890090802894e-01
4.618918918918919108e-08,-1.183621686341865820e-01
4.628828828828828874e-08,-1.176035864546526866e-01
4.638738738738738640e-08,-1.168514727807301451e-01
4.648648648648649068e-08,-1.161057588121501560e-01
4.658558558558558834e-08,-1.153663766249067163e-01
4.668468468468468600e-08,-1.146332591582637089e-01
4.678378378378378366e-08,-1.139063402019817733e-01
4.688288288288288132e-08,-1.131855543837608363e-01
4.698198198198198560e-08,-1.124708371568938353e-01
4.708108108108108326e-08,-1.117621247881281643e-01
4.718018018018018093e-08,-1.110593543457304155e-01
4.727927927927927859e-08,-1.103624636877509474e-01
4.737837837837837625e-08,-1.096713914504845316e-01
4.747747747747748053e-08,-1.089860770371230136e-01
4.757657657657657819e-08,-1.083064606065970992e-01
4.767567567567567585e-08,-1.076324830626026186e-01
4.777477477477477351e-08,-1.069640860428092560e-01
4.787387387387387779e-08,-1.063012119082470952e-01
4.797297297297297545e-08,-1.056438037328686491e-01
4.807207207207207311e-08,-1.049918052932819479e-01
4.817117117117117078e-08,-1.043451610586531436e-01
4.827027027027026844e-08,-1.037038161807739556e-01
4.836936936936937272e-08,-1.030677164842918048e-01
4.846846846846847038e-08,-1.024368084570996679e-01
4.856756756756756804e-08,-1.018110392408818760e-01
4.866666666666666570e-08,-1.011903566218141926e-01
4.876576576576576336e-08,-1.005747090214146183e-01
4.886486486486486764e-08,-9.996404548754199426e-02
4.896396396396396530e-08,-9.935831568554071014e-02
4.906306306306306296e-08,-9.875746988952752159e-02
4.916216216216216062e-08,-9.816145897381900465e-02
4.926126126126126490e-08,-9.757023440449667795e-02
4.936036036036036256e-08,-9.698374823110715581e-02
4.945945945945946023e-08,-9.640195307849523665e-02
4.955855855855855789e-08,-9.582480213876716502e-02
4.965765765765765555e-08,-9.525224916338220771e-02
4.975675675675675983e-08,-9.468424845536990708e-02
4.985585585585585749e-08,-9.412075486167073568e-02
4.995495495495495515e-08,-9.356172376559807047e-02
5.005405405405405281e-08,-9.300711107941947442e-02
5.015315315315315709e-08,-9.245687323705487071e-02
5.025225225225225475e-08,-9.191096718688993028e-02
5.035135135135135241e-08,-9.136935038470182791e-02
5.045045045045045008e-08,-9.083198078669675601e-02
5.054954954954954774e-08,-9.029881684265561592e-02
5.064864864864865202e-08,-8.976981748918735904e-02
5.074774774774774968e-08,-8.924494214308742457e-02
5.084684684684684734e-08,-8.872415069479903937e-02
5.094594594594594500e-08,-8.820740350197693591e-02
5.104504504504504266e-08,-8.769466138314992165e-02
5.114414414414414694e-08,-8.718588561148223059e-02
5.124324324324324460e-08,-8.668103790863085356e-02
5.134234234234234226e-08,-8.618008043869745949e-02
5.144144144144143992e-08,-8.568297580227365873e-02
5.154054054054054420e-08,-8.518968703057727687e-02
5.163963963963964186e-08,-8.470017757967904237e-02
5.173873873873873953e-08,-8.421441132481692626e-02
5.183783783783783719e-08,-8.373235255479771766e-02
5.193693693693693485e-08,-8.325396596648369785e-02
5.203603603603603913e-08,-8.277921665936328888e-02
5.213513513513513679e-08,-8.230807013020399743e-02
5.223423423423423445e-08,-8.184049226778633557e-02
5.233333333333333211e-08,-8.137644934771746941e-02
5.243243243243243639e-08,-8.091590802732302745e-02
5.253153153153153405e-08,-8.045883534061606945e-02
5.263063063063063171e-08,-8.000519869334135614e-02
5.272972972972972938e-08,-7.955496585809425369e-02
5.282882882882882704e-08,-7.910810496951270476e-02
5.292792792792793132e-08,-7.866458451954098929e-02
5.302702702702702898e-08,-7.822437335276435921e-02
5.312612612612612664e-08,-7.778744066181274286e-02
5.322522522522522430e-08,-7.735375598283339427e-02
5.332432432432432196e-08,-7.692328919103019746e-02
5.342342342342342624e-08,-7.649601049626925109e-02
5.352252252252252390e-08,-7.607189043874963696e-02
5.362162162162162156e-08,-7.565089988473756855e-02
5.372072072072071922e-08,-7.523301002236384982e-02
5.381981981981982350e-08,-7.481819235748281283e-02
5.391891891891892116e-08,-7.440641870959242843e-02
5.401801801801801883e-08,-7.399766120781359202e-02
5.411711711711711649e-08,-7.359189228692872287e-02
5.421621621621621415e-08,-7.318908468347797014e-02
5.431531531531531843e-08,-7.278921143191227627e-02
5.441441441441441609e-08,-7.239224586080250656e-02
5.451351351351351375e-08,-7.199816158910343766e-02
5.461261261261261141e-08,-7.160693252247200824e-02
5.471171171171171569e-08,-7.121853284963881869e-02
5.481081081081081335e-08,-7.083293703883197789e-02
5.490990990990991101e-08,-7.045011983425249202e-02
5.500900900900900868e-08,-7.007005625260034898e-02
5.510810810810810634e-08,-6.969272157965054892e-02
5.520720720720721062e-08,-6.931809136687812345e-02
5.530630630630630828e-08,-6.894614142813164370e-02
5.540540540540540594e-08,-6.857684783635385750e-02
5.550450450450450360e-08,-6.821018692034952480e-02
5.560360360360360126e-08,-6.784613526159893881e-02
5.570270270270270554e-08,-6.748466969111691083e-02
5.580180180180180320e-08,-6.712576728635620549e-02
5.590090090090090086e-08,-6.676940536815476057e-02
5.599999999999999852e-08,-6.641556149772617768e-02
5.609909909909910280e-08,-6.606421347369262342e-02
5.619819819819820046e-08,-6.571533932915950282e-02
5.629729729729729813e-08,-6.536891732883118311e-02
