x,y,y_err_top,y_err_bot
30,2.0705116566389986e-09,4.698043731761258e-10,4.698043731761258e-10
85,1.5740725552761576e-09,4.353443158630043e-10,4.353443158630043e-10
150,7.735452127855162e-10,2.9629748511754057e-10,2.9629748511754057e-10
200,5.051254278761089e-10,1.923032151305087e-10,1.923032151305087e-10
