x,y,y_err_top,y_err_bot
10,1.3622682010557358e-10,2.174253110108963e-11,2.174253110108963e-11
50,1.1644127290618923e-10,3.245413315472214e-11,3.245413315472214e-11
100,9.366591536195959e-11,2.4146902003697352e-11,2.4146902003697352e-11
150,6.693662354960289e-11,1.8553243479262215e-11,1.8553243479262215e-11
200,5.4323533043954384e-11,1.481527129338158e-11,1.481527129338158e-11
