x,y,y_err_top,y_err_bot
-600,0.3726178303110196,0.07513674232031066,0.07513674232031066
-575,0.39900040105086365,0.04575054481439,0.04575054481439
-550,0.31599762243394874,0.03851069748616649,0.03851069748616649
-525,0.268092774669711,0.03963920031138373,0.03963920031138373
-500,0.19402841851295313,0.04359033025555729,0.04359033025555729
-475,0.22890309533727374,0.07425066589774888,0.07425066589774888
-450,0.40758598398472334,0.09366987721840973,0.09366987721840973
-425,0.2923359615060414,0.034114198286320355,0.034114198286320355
-400,0.18142843108231071,0.0396174056851136,0.0396174056851136
-375,0.27665033909540976,0.061581430513319664,0.061581430513319664
-350,0.43741338328748425,0.13703110503740515,0.13703110503740515
-325,0.31926641895469504,0.1130372553106665,0.1130372553106665
-300,0.13372377787269452,0.03242110154867802,0.03242110154867802
-275,0.050147151648828825,0.00703703989612266,0.00703703989612266
-250,0.037805673148927514,0.009633756094016984,0.009633756094016984
-225,0.11992403016844633,0.08793513158513352,0.08793513158513352
-200,0.3212348490345947,0.13002309663205103,0.13002309663205103
-175,0.5528859546768761,0.18287422949286716,0.18287422949286716
-150,0.7364853545128577,0.13641414361682297,0.13641414361682297
-125,0.9074428596118251,0.242648618572219,0.242648618572219
-100,1.1082687728261165,0.3310221764778804,0.3310221764778804
-75,1.2613332059014077,0.3198910764605971,0.3198910764605971
-50,0.9704538290586793,0.3325127839983243,0.3325127839983243
-25,0.728659705609934,0.25078344150954834,0.25078344150954834
25,0.4049444020667845,0.1415794802664689,0.1415794802664689
45,0.8483344485662125,0.19504046808462913,0.19504046808462913
65,1.2726769366014996,0.2991737056835192,0.2991737056835192
85,1.6754391692896553,0.3552860095104958,0.3552860095104958
105,1.993447217175283,0.453592591448685,0.453592591448685
125,1.5801409916047426,0.44869890465234213,0.44869890465234213
150,1.3363796692485268,0.44071252970503494,0.44071252970503494
175,1.2358034777748033,0.33036583550144605,0.33036583550144605
200,1.0947186989722526,0.29752591827822256,0.29752591827822256
225,0.8544353587551947,0.165151204534017,0.165151204534017
250,1.145118348151351,0.22200810970530166,0.22200810970530166
275,1.4710106941053036,0.2603893668963537,0.2603893668963537
295,1.8164302094965108,0.4599255347832689,0.4599255347832689
325,1.5076893068559825,0.2204591846889098,0.2204591846889098
350,1.1967275235110333,0.15642910382028155,0.15642910382028155
375,1.0483362746365612,0.15463160887977484,0.15463160887977484
400,0.7392063936898189,0.21121093900129617,0.21121093900129617
