x,y,y_err_top,y_err_bot
0.1,1.077786829236926e-11,1.4123492535458182e-12,1.4123492535458182e-12
0.5,1.4018157375349216e-10,1.5882727896768392e-11,1.5882727896768392e-11
1.0,2.976239443072719e-10,2.6785944040443584e-11,2.6785944040443584e-11
2.0,4.361184523434733e-10,2.0764346460560616e-11,2.0764346460560616e-11
3.0,2.534906345129448e-10,2.1478908212713236e-11,2.1478908212713236e-11
