Rvals*1e9,0+g,0+u,0-g,0-u,1g,1u,2g,2u,0+g,0+u,0-g,0-u,1g,1u,2g,2u,0+g,0+u,0-g,0-u,1g,1u,2g,2u
1.577467200575835893e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.629378478499419414e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.681289756423002935e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.733201034346586678e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.785112312270170198e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.837023590193753719e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.888934868117337240e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.940846146040920761e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
1.992757423964504726e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.044668701888088247e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.096579979811671990e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.148491257735255289e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.200402535658838588e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.252313813582422330e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
2.304225091506005629e+00,1.791833884259523302e+03,-1.915883761464693089e+04,-1.805112987252087260e+04,-1.275875353001527947e+04,-1.856194193469687889e+04,-1.062286181103836316e+04,7.568280017344371117e+03,-7.568280017344371117e+03,1.378998519927358939e+04,-1.066902340588618608e+04,3.359828886676501497e+03,1.320401257885965424e+04,-9.428639327437449538e+03,5.073851214066624379e+03,nan,nan,nan,nan,nan,nan,5.731000258945598034e+03,1.356254966316048740e+04,nan,nan
