Rvals*1e9, Energy (GHz)
1.771795480362017940e+02,-1.613057351847135834e-03
1.774963127729191683e+02,-1.604436637153483503e-03
1.778130775096365710e+02,-1.595877242476007041e-03
1.781298422463539168e+02,-1.587378623562951674e-03
1.784466069830712911e+02,-1.578940241950821388e-03
1.787633717197886938e+02,-1.570561564887551498e-03
1.790801364565060680e+02,-1.562242065268559799e-03
1.793969011932234423e+02,-1.553981221561695492e-03
1.797136659299408166e+02,-1.545778517741513980e-03
1.800304306666581908e+02,-1.537633443220887131e-03
1.803471954033755651e+02,-1.529545492782169447e-03
1.806639601400929394e+02,-1.521514166515913757e-03
1.809807248768103136e+02,-1.513538969751593299e-03
1.812974896135277163e+02,-1.505619412996761497e-03
1.816142543502450621e+02,-1.497755011870882669e-03
1.819310190869624364e+02,-1.489945287045379985e-03
1.822477838236798391e+02,-1.482189764181907066e-03
1.825645485603972134e+02,-1.474487973872840030e-03
1.828813132971145876e+02,-1.466839451577772735e-03
1.831980780338319619e+02,-1.459243737570226074e-03
1.835148427705493361e+02,-1.451700376874143217e-03
1.838316075072667388e+02,-1.444208919211487085e-03
1.841483722439840847e+02,-1.436768918941400131e-03
1.844651369807014589e+02,-1.429379935008245894e-03
1.847819017174188616e+02,-1.422041530884321503e-03
1.850986664541362359e+02,-1.414753274516566961e-03
1.854154311908535817e+02,-1.407514738275050803e-03
1.857321959275709844e+02,-1.400325498894350318e-03
1.860489606642883587e+02,-1.393185137428254450e-03
1.863657254010057613e+02,-1.386093239196029003e-03
1.866824901377231072e+02,-1.379049393730458206e-03
1.869992548744404814e+02,-1.372053194729438985e-03
1.873160196111578841e+02,-1.365104240006242975e-03
1.876327843478752584e+02,-1.358202131441110794e-03
1.879495490845926042e+02,-1.351346474934622677e-03
1.882663138213100069e+02,-1.344536880356628217e-03
1.885830785580273812e+02,-1.337772961504946068e-03
1.888998432947447554e+02,-1.331054336053849596e-03
1.892166080314621297e+02,-1.324380625515431120e-03
1.895333727681795040e+02,-1.317751455185423026e-03
1.898501375048969066e+02,-1.311166454109891077e-03
1.901669022416142809e+02,-1.304625255031943709e-03
1.904836669783316268e+02,-1.298127494355316713e-03
1.908004317150490294e+02,-1.291672812099076140e-03
1.911171964517664037e+02,-1.285260851856317998e-03
1.914339611884837780e+02,-1.278891260751535697e-03
1.917507259252011522e+02,-1.272563689402428366e-03
1.920674906619185265e+02,-1.266277791877268299e-03
1.923842553986359007e+02,-1.260033225658485634e-03
1.927010201353533034e+02,-1.253829651598259431e-03
1.930177848720706493e+02,-1.247666733883878720e-03
1.933345496087880520e+02,-1.241544139999550822e-03
1.936513143455054262e+02,-1.235461540685101056e-03
1.939680790822228005e+02,-1.229418609903998316e-03
1.942848438189401747e+02,-1.223415024802498863e-03
1.946016085556575490e+02,-1.217450465675451454e-03
1.949183732923749233e+02,-1.211524615929437942e-03
1.952351380290922975e+02,-1.205637162048578404e-03
1.955519027658096718e+02,-1.199787793558559912e-03
1.958686675025270461e+02,-1.193976202994218028e-03
1.961854322392444487e+02,-1.188202085861789215e-03
1.965021969759617946e+02,-1.182465140610045040e-03
1.968189617126791973e+02,-1.176765068593432773e-03
1.971357264493965715e+02,-1.171101574043209581e-03
1.974524911861139458e+02,-1.165474364030583132e-03
1.977692559228313200e+02,-1.159883148438733969e-03
1.980860206595486943e+02,-1.154327639929508820e-03
1.984027853962660686e+02,-1.148807553912334356e-03
1.987195501329834713e+02,-1.143322608515795480e-03
1.990363148697008171e+02,-1.137872524554772724e-03
1.993530796064181914e+02,-1.132457025501576453e-03
1.996698443431355940e+02,-1.127075837455304708e-03
1.999866090798529683e+02,-1.121728689116974209e-03
2.003033738165703426e+02,-1.116415311754881401e-03
2.006201385532877168e+02,-1.111135439181509810e-03
2.009369032900050911e+02,-1.105888807720667444e-03
2.012536680267224938e+02,-1.100675156183950065e-03
2.015704327634398396e+02,-1.095494225841875391e-03
2.018871975001572139e+02,-1.090345760396793651e-03
2.022039622368746166e+02,-1.085229505954021789e-03
2.025207269735919908e+02,-1.080145211002303540e-03
2.028374917103093367e+02,-1.075092626378282290e-03
2.031542564470267394e+02,-1.070071505250513866e-03
2.034710211837441136e+02,-1.065081603087492113e-03
2.037877859204614879e+02,-1.060122677633668076e-03
2.041045506571788621e+02,-1.055194488888133719e-03
2.044213153938962364e+02,-1.050296799076200216e-03
2.047380801306136391e+02,-1.045429372627193487e-03
2.050548448673310133e+02,-1.040591976152693832e-03
2.053716096040483592e+02,-1.035784378417226037e-03
2.056883743407657619e+02,-1.031006350321383991e-03
2.060051390774831361e+02,-1.026257664874741238e-03
2.063219038142005104e+02,-1.021538097176311055e-03
2.066386685509178847e+02,-1.016847424387457011e-03
2.069554332876352589e+02,-1.012185425716349840e-03
2.072721980243526332e+02,-1.007551882391322096e-03
2.075889627610700359e+02,-1.002946577639107772e-03
2.079057274977873817e+02,-9.983692966666346535e-04
2.082224922345047844e+02,-9.938198266388198476e-04
2.085392569712221587e+02,-9.892979566554771509e-04
2.088560217079395329e+02,-9.848034777348857460e-04
2.091727864446569072e+02,-9.803361827898093850e-04
2.094895511813742814e+02,-9.758958666097328205e-04
2.098063159180916557e+02,-9.714823258391014349e-04
2.101230806548090584e+02,-9.670953589613340284e-04
2.104398453915264042e+02,-9.627347662739538237e-04
2.107566101282437785e+02,-9.584003498757098782e-04
2.110733748649611812e+02,-9.540919136425962677e-04
2.113901396016785554e+02,-9.498092632123089629e-04
2.117069043383959297e+02,-9.455522059642618160e-04
2.120236690751133040e+02,-9.413205510027111700e-04
2.123404338118306782e+02,-9.371141091367718445e-04
2.126571985485480525e+02,-9.329326928639858352e-04
2.129739632852654267e+02,-9.287761163547791909e-04
2.132907280219828010e+02,-9.246441954315898215e-04
2.136074927587002037e+02,-9.205367475519921072e-04
2.139242574954175495e+02,-9.164535917940419552e-04
2.142410222321349238e+02,-9.123945488394014092e-04
2.145577869688523265e+02,-9.083594409542428139e-04
2.148745517055697007e+02,-9.043480919750379599e-04
2.151913164422870750e+02,-9.003603272921267830e-04
2.155080811790044493e+02,-8.963959738337301530e-04
2.158248459157218235e+02,-8.924548600486303940e-04
2.161416106524392262e+02,-8.885368158932926974e-04
2.164583753891565721e+02,-8.846416728141015540e-04
2.167751401258739463e+02,-8.807692637344821662e-04
2.170919048625913490e+02,-8.769194230358046127e-04
2.174086695993087233e+02,-8.730919865476138853e-04
2.177254343360260691e+02,-8.692867915307544990e-04
2.180421990727434718e+02,-8.655036766596069242e-04
2.183589638094608461e+02,-8.617424820132058016e-04
2.186757285461782487e+02,-8.580030490583645530e-04
2.189924932828955946e+02,-8.542852206341322585e-04
2.193092580196129688e+02,-8.505888409420236940e-04
2.196260227563303715e+02,-8.469137555273675844e-04
2.199427874930477458e+02,-8.432598112695366410e-04
2.202595522297650916e+02,-8.396268563681807962e-04
2.205763169664824943e+02,-8.360147403272399913e-04
2.208930817031998686e+02,-8.324233139438419471e-04
2.212098464399172428e+02,-8.288524292971999330e-04
2.215266111766346171e+02,-8.253019397312932881e-04
2.218433759133519914e+02,-8.217716998455415478e-04
2.221601406500693940e+02,-8.182615654832581242e-04
2.224769053867867683e+02,-8.147713937143308272e-04
2.227936701235041141e+02,-8.113010428298927934e-04
2.231104348602215168e+02,-8.078503723227825617e-04
2.234271995969388911e+02,-8.044192428817709128e-04
2.237439643336562654e+02,-8.010075163773500151e-04
2.240607290703736396e+02,-7.976150558488548370e-04
2.243774938070910139e+02,-7.942417254942490956e-04
2.246942585438083881e+02,-7.908873906590230263e-04
2.250110232805257908e+02,-7.875519178250911523e-04
2.253277880172431367e+02,-7.842351745979136979e-04
2.256445527539605393e+02,-7.809370296967266256e-04
2.259613174906779136e+02,-7.776573529443275845e-04
2.262780822273952879e+02,-7.743960152537532338e-04
2.265948469641126621e+02,-7.711528886198415478e-04
2.269116117008300364e+02,-7.679278461103500319e-04
2.272283764375474107e+02,-7.647207618490803327e-04
2.275451411742647849e+02,-7.615315110132137022e-04
2.278619059109821592e+02,-7.583599698182119653e-04
2.281786706476995334e+02,-7.552060155093798244e-04
2.284954353844169361e+02,-7.520695263512067186e-04
2.288122001211343104e+02,-7.489503816193732177e-04
2.291289648578516847e+02,-7.458484615878724355e-04
2.294457295945690589e+02,-7.427636475210164235e-04
2.297624943312864332e+02,-7.396958216654425655e-04
2.300792590680038074e+02,-7.366448672394554364e-04
2.303960238047211817e+02,-7.336106684205923045e-04
2.307127885414385560e+02,-7.305931103416263284e-04
2.310295532781559587e+02,-7.275920790790202375e-04
2.313463180148733045e+02,-7.246074616418241021e-04
2.316630827515906788e+02,-7.216391459676785303e-04
2.319798474883080814e+02,-7.186870209086038130e-04
2.322966122250254557e+02,-7.157509762252267649e-04
2.326133769617428300e+02,-7.128309025796752962e-04
2.329301416984602042e+02,-7.099266915231439157e-04
2.332469064351775785e+02,-7.070382354887883025e-04
2.335636711718949812e+02,-7.041654277855080579e-04
2.338804359086123270e+02,-7.013081625872885638e-04
2.341972006453297013e+02,-6.984663349252073772e-04
2.345139653820471040e+02,-6.956398406816610702e-04
2.348307301187644782e+02,-6.928285765774866434e-04
2.351474948554818241e+02,-6.900324401706292576e-04
2.354642595921992267e+02,-6.872513298432636475e-04
2.357810243289166010e+02,-6.844851447951327827e-04
2.360977890656340037e+02,-6.817337850359983520e-04
2.364145538023513495e+02,-6.789971513807557812e-04
2.367313185390687238e+02,-6.762751454361115577e-04
2.370480832757861265e+02,-6.735676696005832298e-04
2.373648480125035007e+02,-6.708746270485121954e-04
2.376816127492208466e+02,-6.681959217318400590e-04
2.379983774859382493e+02,-6.655314583658977767e-04
2.383151422226556235e+02,-6.628811424258529428e-04
2.386319069593730262e+02,-6.602448801373839160e-04
2.389486716960904005e+02,-6.576225784740152847e-04
2.392654364328077463e+02,-6.550141451442392793e-04
2.395822011695251490e+02,-6.524194885884071482e-04
2.398989659062425233e+02,-6.498385179738441764e-04
2.402157306429599259e+02,-6.472711431806388305e-04
2.405324953796772718e+02,-6.447172748043072943e-04
2.408492601163946745e+02,-6.421768241442471492e-04
2.411660248531120487e+02,-6.396497031957437684e-04
2.414827895898293946e+02,-6.371358246490821386e-04
2.417995543265467973e+02,-6.346351018762241836e-04
2.421163190632641999e+02,-6.321474489312528533e-04
2.424330837999815458e+02,-6.296727805401580724e-04
2.427498485366989200e+02,-6.272110120950635803e-04
2.430666132734163227e+02,-6.247620596502301282e-04
2.433833780101336686e+02,-6.223258399131736951e-04
2.437001427468510428e+02,-6.199022702406686847e-04
2.440169074835684455e+02,-6.174912686325306765e-04
2.443336722202858482e+02,-6.150927537258432665e-04
2.446504369570031940e+02,-6.127066447874085497e-04
2.449672016937205683e+02,-6.103328617115266752e-04
2.452839664304379710e+02,-6.079713250133345070e-04
2.456007311671553168e+02,-6.056219558172593054e-04
2.459174959038727195e+02,-6.032846758623477967e-04
2.462342606405900938e+02,-6.009594074871671410e-04
2.465510253773074396e+02,-5.986460736293608420e-04
2.468677901140248423e+02,-5.963445978203196773e-04
2.471845548507422450e+02,-5.940549041762999138e-04
2.475013195874595624e+02,-5.917769173979792185e-04
2.478180843241769651e+02,-5.895105627602426068e-04
2.481348490608943678e+02,-5.872557661117383532e-04
2.484516137976117136e+02,-5.850124538668843854e-04
2.487683785343290879e+02,-5.827805530005392143e-04
2.490851432710464906e+02,-5.805599910462255764e-04
2.494019080077638364e+02,-5.783506960868045610e-04
2.497186727444812391e+02,-5.761525967535874315e-04
2.500354374811986133e+02,-5.739656222183420198e-04
2.503522022179159592e+02,-5.717897021897400123e-04
2.506689669546333619e+02,-5.696247669115805934e-04
2.509857316913507645e+02,-5.674707471503559475e-04
2.513024964280680820e+02,-5.653275742001362403e-04
2.516192611647854847e+02,-5.631951798705792100e-04
2.519360259015028873e+02,-5.610734964851538109e-04
2.522527906382202616e+02,-5.589624568793638559e-04
2.525695553749376074e+02,-5.568619943896457869e-04
2.528863201116550101e+02,-5.547720428560332095e-04
2.532030848483724128e+02,-5.526925366110546634e-04
2.535198495850897586e+02,-5.506234104832863352e-04
2.538366143218071329e+02,-5.485645997849175615e-04
2.541533790585245356e+02,-5.465160403130830957e-04
2.544701437952418814e+02,-5.444776683440899490e-04
2.547869085319592841e+02,-5.424494206285324083e-04
2.551036732686766584e+02,-5.404312343859629664e-04
2.554204380053940042e+02,-5.384230473057805000e-04
2.557372027421114069e+02,-5.364247975370162180e-04
2.560539674788287812e+02,-5.344364236901100185e-04
2.563707322155461270e+02,-5.324578648262523473e-04
2.566874969522635297e+02,-5.304890604604928228e-04
2.570042616889809324e+02,-5.285299505533025410e-04
2.573210264256982782e+02,-5.265804755083536293e-04
2.576377911624156809e+02,-5.246405761676342649e-04
2.579545558991330267e+02,-5.227101938105604972e-04
2.582713206358503726e+02,-5.207892701455385520e-04
2.585880853725677753e+02,-5.188777473108530103e-04
2.589048501092851780e+02,-5.169755678671172916e-04
2.592216148460025806e+02,-5.150826747986059218e-04
2.595383795827199265e+02,-5.131990115021523025e-04
2.598551443194373292e+02,-5.113245217933659603e-04
2.601719090561547318e+02,-5.094591498933098705e-04
2.604886737928720208e+02,-5.076028404316090814e-04
2.608054385295894235e+02,-5.057555384402334653e-04
2.611222032663068262e+02,-5.039171893526095403e-04
2.614389680030241720e+02,-5.020877389951827752e-04
2.617557327397415747e+02,-5.002671335891939464e-04
2.620724974764589774e+02,-4.984553197466823349e-04
2.623892622131763233e+02,-4.966522444624921206e-04
2.627060269498937259e+02,-4.948578551173810069e-04
2.630227916866110718e+02,-4.930720994704707039e-04
2.633395564233284176e+02,-4.912949256588028391e-04
2.636563211600458203e+02,-4.895262821906776196e-04
2.639730858967632230e+02,-4.877661179469860997e-04
2.642898506334805688e+02,-4.860143821745488424e-04
2.646066153701979715e+02,-4.842710244830072952e-04
2.649233801069153742e+02,-4.825359948466001470e-04
2.652401448436327200e+02,-4.808092435952815435e-04
2.655569095803500659e+02,-4.790907214125006419e-04
2.658736743170674686e+02,-4.773803793378661453e-04
2.661904390537848712e+02,-4.756781687569322514e-04
2.665072037905022171e+02,-4.739840414020868309e-04
2.668239685272196198e+02,-4.722979493507750703e-04
2.671407332639370225e+02,-4.706198450188381344e-04
2.674574980006543683e+02,-4.689496811609572546e-04
2.677742627373717710e+02,-4.672874108671010163e-04
2.680910274740891168e+02,-4.656329875576403765e-04
2.684077922108064627e+02,-4.639863649855691108e-04
2.687245569475238653e+02,-4.623474972276220285e-04
2.690413216842412680e+02,-4.607163386842749730e-04
2.693580864209586139e+02,-4.590928440819652678e-04
2.696748511576760166e+02,-4.574769684593249508e-04
2.699916158943934192e+02,-4.558686671760625586e-04
2.703083806311107651e+02,-4.542678959036372532e-04
2.706251453678281109e+02,-4.526746106239265544e-04
2.709419101045455136e+02,-4.510887676283381609e-04
2.712586748412628594e+02,-4.495103235129249697e-04
2.715754395779802621e+02,-4.479392351792732541e-04
2.718922043146976648e+02,-4.463754598265090578e-04
2.722089690514150107e+02,-4.448189549557390876e-04
2.725257337881324133e+02,-4.432696783625011960e-04
2.728424985248497592e+02,-4.417275881349880251e-04
2.731592632615671619e+02,-4.401926426558233629e-04
2.734760279982845077e+02,-4.386648005918480919e-04
2.737927927350019104e+02,-4.371440209003374378e-04
2.741095574717193131e+02,-4.356302628218955419e-04
2.744263222084366589e+02,-4.341234858791231943e-04
2.747430869451540616e+02,-4.326236498726210300e-04
2.750598516818714643e+02,-4.311307148818777080e-04
2.753766164185887533e+02,-4.296446412630494649e-04
2.756933811553061560e+02,-4.281653896422987771e-04
2.760101458920235586e+02,-4.266929209189029848e-04
2.763269106287409045e+02,-4.252271962585929543e-04
2.766436753654583072e+02,-4.237681770962176131e-04
2.769604401021757099e+02,-4.223158251295267007e-04
2.772772048388930557e+02,-4.208701023178385014e-04
2.775939695756104584e+02,-4.194309708815957549e-04
2.779107343123278042e+02,-4.179983932988129425e-04
2.782274990490451501e+02,-4.165723323055203764e-04
2.785442637857625527e+02,-4.151527508877705941e-04
2.788610285224799554e+02,-4.137396122869674286e-04
2.791777932591973013e+02,-4.123328799940928491e-04
2.794945579959147040e+02,-4.109325177461542467e-04
2.798113227326321066e+02,-4.095384895275167025e-04
2.801280874693495093e+02,-4.081507595681266309e-04
2.804448522060667983e+02,-4.067692923359622625e-04
2.807616169427842010e+02,-4.053940525436949827e-04
2.810783816795016037e+02,-4.040250051393634578e-04
2.813951464162189495e+02,-4.026621153099263495e-04
2.817119111529363522e+02,-4.013053484737127974e-04
2.820286758896537549e+02,-3.999546702853074009e-04
2.823454406263711007e+02,-3.986100466275566134e-04
2.826622053630885034e+02,-3.972714436137891880e-04
2.829789700998058493e+02,-3.959388275842634641e-04
2.832957348365231951e+02,-3.946121651057232782e-04
2.836124995732405978e+02,-3.932914229669570716e-04
2.839292643099580005e+02,-3.919765681796860690e-04
2.842460290466753463e+02,-3.906675679767879217e-04
2.845627937833927490e+02,-3.893643898096321720e-04
2.848795585201101517e+02,-3.880670013436393617e-04
2.851963232568274975e+02,-3.867753704636101020e-04
2.855130879935448434e+02,-3.854894652652873788e-04
2.858298527302622460e+02,-3.842092540571329096e-04
2.861466174669795919e+02,-3.829347053576626081e-04
2.864633822036969946e+02,-3.816657878941143167e-04
2.867801469404143972e+02,-3.804024706011155388e-04
2.870969116771317999e+02,-3.791447226180189034e-04
2.874136764138491458e+02,-3.778925132880139870e-04
2.877304411505664916e+02,-3.766458121576832241e-04
2.880472058872838943e+02,-3.754045889730051044e-04
2.883639706240012401e+02,-3.741688136806864406e-04
2.886807353607186428e+02,-3.729384564228332977e-04
2.889975000974360455e+02,-3.717134875391714388e-04
2.893142648341533913e+02,-3.704938775648258797e-04
2.896310295708707940e+02,-3.692795972263240856e-04
2.899477943075881967e+02,-3.680706174420400600e-04
2.902645590443055426e+02,-3.668669093221943456e-04
2.905813237810228884e+02,-3.656684441648572204e-04
2.908980885177402911e+02,-3.644751934550605199e-04
2.912148532544576369e+02,-3.632871288625771911e-04
2.915316179911750396e+02,-3.621042222450299164e-04
2.918483827278924423e+02,-3.609264456394534193e-04
2.921651474646097881e+02,-3.597537712676235344e-04
2.924819122013271908e+02,-3.585861715302840480e-04
2.927986769380445367e+02,-3.574236190058144302e-04
2.931154416747618825e+02,-3.562660864520061921e-04
2.934322064114792852e+02,-3.551135468033983500e-04
2.937489711481966879e+02,-3.539659731677247123e-04
2.940657358849140905e+02,-3.528233388268020576e-04
2.943825006216314364e+02,-3.516856172347537779e-04
2.946992653583488391e+02,-3.505527820188980570e-04
2.950160300950662418e+02,-3.494248069730865325e-04
2.953327948317835308e+02,-3.483016660594806524e-04
2.956495595685009334e+02,-3.471833334116602998e-04
2.959663243052183361e+02,-3.460697833248538302e-04
2.962830890419356820e+02,-3.449609902608230527e-04
2.965998537786530846e+02,-3.438569288447546057e-04
2.969166185153704873e+02,-3.427575738630395108e-04
2.972333832520878332e+02,-3.416629002646054403e-04
2.975501479888052359e+02,-3.405728831582521821e-04
2.978669127255225817e+02,-3.394874978086548367e-04
2.981836774622399275e+02,-3.384067196421369772e-04
2.985004421989573302e+02,-3.373305242377888646e-04
2.988172069356747329e+02,-3.362588873323524297e-04
2.991339716723920787e+02,-3.351917848140040235e-04
2.994507364091094814e+02,-3.341291927272393991e-04
2.997675011458268841e+02,-3.330710872657682842e-04
3.000842658825442300e+02,-3.320174447729584699e-04
3.004010306192615758e+02,-3.309682417453885250e-04
3.007177953559789785e+02,-3.299234548252982790e-04
3.010345600926963812e+02,-3.288830608010329115e-04
3.013513248294137270e+02,-3.278470366119279333e-04
3.016680895661311297e+02,-3.268153593363187781e-04
3.019848543028485324e+02,-3.257880062021989431e-04
3.023016190395658782e+02,-3.247649545774500268e-04
3.026183837762832809e+02,-3.237461819725062639e-04
3.029351485130006267e+02,-3.227316660385781688e-04
3.032519132497179726e+02,-3.217213845676525352e-04
3.035686779864353753e+02,-3.207153154907160797e-04
3.038854427231527779e+02,-3.197134368750909061e-04
3.042022074598701238e+02,-3.187157269266549520e-04
3.045189721965875265e+02,-3.177221639849570067e-04
3.048357369333049292e+02,-3.167327265276576043e-04
3.051525016700222750e+02,-3.157473931638676845e-04
3.054692664067396208e+02,-3.147661426368131288e-04
3.057860311434570235e+02,-3.137889538202820461e-04
3.061027958801743694e+02,-3.128158057212893084e-04
3.064195606168917720e+02,-3.118466774743033909e-04
3.067363253536091747e+02,-3.108815483461313534e-04
3.070530900903265206e+02,-3.099203977292575019e-04
3.073698548270439233e+02,-3.089632051440638350e-04
3.076866195637612691e+02,-3.080099502370536868e-04
3.080033843004786718e+02,-3.070606127812958164e-04
3.083201490371960176e+02,-3.061151726733157830e-04
3.086369137739134203e+02,-3.051736099348723030e-04
3.089536785106308230e+02,-3.042359047071840905e-04
3.092704432473481688e+02,-3.033020372580352841e-04
3.095872079840655715e+02,-3.023719879720054848e-04
3.099039727207829742e+02,-3.014457373557988262e-04
3.102207374575002632e+02,-3.005232660355794394e-04
3.105375021942176659e+02,-2.996045547551950960e-04
3.108542669309350686e+02,-2.986895843779535653e-04
3.111710316676524144e+02,-2.977783358799612756e-04
3.114877964043698171e+02,-2.968707903576728313e-04
3.118045611410872198e+02,-2.959669290207855852e-04
3.121213258778045656e+02,-2.950667331926837278e-04
3.124380906145219683e+02,-2.941701843104382874e-04
3.127548553512393141e+02,-2.932772639256953084e-04
3.130716200879566600e+02,-2.923879536993467809e-04
3.133883848246740627e+02,-2.915022354041951758e-04
3.137051495613914653e+02,-2.906200909249534448e-04
3.140219142981088112e+02,-2.897415022538041285e-04
3.143386790348262139e+02,-2.888664514939520700e-04
3.146554437715436165e+02,-2.879949208525189874e-04
3.149722085082610192e+02,-2.871268926485370798e-04
3.152889732449783082e+02,-2.862623493053995105e-04
3.156057379816957109e+02,-2.854012733521926748e-04
3.159225027184131136e+02,-2.845436474228080215e-04
3.162392674551304594e+02,-2.836894542559420529e-04
3.165560321918478621e+02,-2.828386766933199681e-04
3.168727969285652648e+02,-2.819912976810279304e-04
3.171895616652826106e+02,-2.811473002641839969e-04
3.175063264020000133e+02,-2.803066675927112783e-04
